,genename,length,group,Cpg_number,log_gene_length,log_CpG,promoter_CpG_number,log_promoter_CpG
2362,Ranbp17,"301,953",Group2,"2,306",5.48,3.36,35,1.54
2363,Appl1,"52,246",Group2,399,4.72,2.6,14,1.15
2364,Hlcs,"184,691",Group2,"3,137",5.27,3.5,44,1.64
2365,N4bp2l1,"25,546",Group2,423,4.41,2.63,44,1.64
2366,Vps41,"149,527",Group2,"1,181",5.17,3.07,16,1.2
2367,Atg2b,"69,077",Group2,"1,019",4.84,3.01,80,1.9
2368,Ankrd42,"55,421",Group2,468,4.74,2.67,38,1.58
2369,Gucy1a2,"361,960",Group2,"1,810",5.56,3.26,67,1.83
2370,Btbd7,"97,676",Group2,808,4.99,2.91,48,1.68
2371,Fam169a,"63,729",Group2,829,4.8,2.92,24,1.38
2372,Wdr60,"56,762",Group2,441,4.75,2.64,30,1.48
2373,Cox10,"116,843",Group2,"1,327",5.07,3.12,33,1.52
2374,Slc35e2,"21,926",Group2,274,4.34,2.44,34,1.53
2375,RP23-188K3.6,"68,680",Group2,503,4.84,2.7,48,1.68
2376,Zmym6,"46,991",Group2,377,4.67,2.58,40,1.6
2377,Ago4,"43,933",Group2,486,4.64,2.69,63,1.8
2378,Fam227a,"49,382",Group2,679,4.69,2.83,76,1.88
2379,Zfyve1,"50,666",Group2,581,4.7,2.76,24,1.38
2380,Naa25,"46,444",Group2,646,4.67,2.81,42,1.62
2381,Borcs5,"71,679",Group2,825,4.86,2.92,15,1.18
2382,Edem3,"66,682",Group2,602,4.82,2.78,56,1.75
2383,Ispd,"308,055",Group2,"1,882",5.49,3.27,21,1.32
2384,Simc1,"47,513",Group2,411,4.68,2.61,46,1.66
2385,Upf2,"105,236",Group2,859,5.02,2.93,66,1.82
2386,Tmem130,"25,905",Group2,357,4.41,2.55,24,1.38
2387,Setx,"58,292",Group2,574,4.77,2.76,25,1.4
2388,Spink10,"112,457",Group2,810,5.05,2.91,66,1.82
2389,Nxpe4,"238,004",Group2,"2,377",5.38,3.38,29,1.46
2390,Fam160a2,"28,845",Group2,260,4.46,2.41,53,1.72
2391,Slc38a6,"67,272",Group2,807,4.83,2.91,42,1.62
2392,Megf8,"48,755",Group2,759,4.69,2.88,125,2.1
2393,Slc25a26,"104,343",Group2,"1,058",5.02,3.02,33,1.52
2394,Dpy19l4,"60,824",Group2,577,4.78,2.76,35,1.54
2395,Wnk1,"114,705",Group2,686,5.06,2.84,69,1.84
2396,Nipa1,"42,389",Group2,467,4.63,2.67,23,1.36
2397,ZNF654,"71,307",Group2,528,4.85,2.72,159,2.2
2398,Dync2h1,"255,945",Group2,"1,541",5.41,3.19,91,1.96
2399,Zbtb44,"45,243",Group2,381,4.66,2.58,94,1.97
2400,Slc38a9,"78,000",Group2,895,4.89,2.95,26,1.41
2401,Akap10,"58,947",Group2,454,4.77,2.66,39,1.59
2402,Usp14,"49,689",Group2,389,4.7,2.59,15,1.18
2403,Trappc9,"471,586",Group2,"5,014",5.67,3.7,23,1.36
2404,Gigyf2,"123,800",Group2,856,5.09,2.93,35,1.54
2405,Arid4a,"82,604",Group2,"1,022",4.92,3.01,80,1.9
2406,Kmt2d,"39,537",Group2,856,4.6,2.93,140,2.15
2407,Ccdc57,"106,345",Group2,"1,134",5.03,3.05,33,1.52
2408,Tbc1d12,"83,346",Group2,856,4.92,2.93,36,1.56
2409,Tmem241,"157,089",Group2,"1,327",5.2,3.12,33,1.52
2410,Pitpnb,"57,598",Group2,659,4.76,2.82,62,1.79
2411,Rictor,"92,024",Group2,"1,069",4.96,3.03,114,2.06
2412,Fam118b,"50,842",Group2,373,4.71,2.57,48,1.68
2413,Nup160,"59,115",Group2,580,4.77,2.76,18,1.26
2414,Plekhm3,"170,843",Group2,"1,447",5.23,3.16,27,1.43
2415,Nlgn2,"14,664",Group2,366,4.17,2.56,61,1.79
2416,Immt,"46,059",Group2,364,4.66,2.56,53,1.72
2417,Ccdc171,"339,127",Group2,"3,039",5.53,3.48,78,1.89
2418,Sae1,"67,574",Group2,638,4.83,2.8,33,1.52
2419,Rnf157,"76,681",Group2,"1,339",4.88,3.13,73,1.86
2420,Dis3l2,"346,289",Group2,"1,861",5.54,3.27,44,1.64
2421,Nrd1,"61,124",Group2,511,4.79,2.71,47,1.67
2422,Aldh7a1,"63,266",Group2,817,4.8,2.91,76,1.88
2423,RP23-457F4.2,"189,600",Group2,"1,823",5.28,3.26,34,1.53
2424,Chd8,"59,631",Group2,636,4.78,2.8,53,1.72
2425,Nudcd3,"94,726",Group2,972,4.98,2.99,25,1.4
2426,Gon4l,"74,874",Group2,764,4.87,2.88,33,1.52
2427,Mdm4,"71,079",Group2,735,4.85,2.87,19,1.28
2428,Vapb,"46,827",Group2,662,4.67,2.82,36,1.56
2429,Lclat1,"135,385",Group2,"1,124",5.13,3.05,43,1.63
2430,Fsd1l,"75,540",Group2,715,4.88,2.85,51,1.71
2431,Ep300,"66,728",Group2,598,4.82,2.78,44,1.64
2432,Srsf11,"26,168",Group2,293,4.42,2.47,37,1.57
2433,Epm2a,"116,242",Group2,949,5.07,2.98,34,1.53
2434,Zzef1,"130,896",Group2,916,5.12,2.96,83,1.92
2435,Socs6,"262,259",Group2,"1,302",5.42,3.11,6,0.78
2436,Cnot10,"54,308",Group2,607,4.73,2.78,26,1.41
2437,Snx32,"15,213",Group2,233,4.18,2.37,67,1.83
2438,Tyw1,"85,946",Group2,"1,262",4.93,3.1,70,1.85
2439,Pign,"145,257",Group2,842,5.16,2.93,90,1.95
2440,RP24-535N4.2,"69,328",Group2,889,4.84,2.95,70,1.85
2441,Cspp1,"98,783",Group2,862,4.99,2.94,34,1.53
2442,Setd3,"72,885",Group2,689,4.86,2.84,96,1.98
2443,Immp2l,"931,500",Group2,"5,852",5.97,3.77,37,1.57
2444,Chd6,"162,099",Group2,"1,290",5.21,3.11,64,1.81
2445,Bbof1,"33,818",Group2,321,4.53,2.51,101,2
2446,Nsd2,"77,252",Group2,614,4.89,2.79,149,2.17
2447,Pus7,"43,065",Group2,643,4.63,2.81,24,1.38
2448,RP24-472I15.1,"472,745",Group2,"3,625",5.67,3.56,33,1.52
2449,Mdn1,"118,100",Group2,"1,150",5.07,3.06,39,1.59
2450,Nrf1,"105,472",Group2,"1,066",5.02,3.03,71,1.85
2451,Fbxo18,"35,011",Group2,438,4.54,2.64,103,2.01
2452,Memo1,"94,179",Group2,755,4.97,2.88,141,2.15
2453,Deaf1,"30,512",Group2,374,4.48,2.57,99,2
2454,Vwa8,"353,260",Group2,"3,524",5.55,3.55,13,1.11
2455,Skap2,"155,129",Group2,"1,160",5.19,3.06,44,1.64
2456,Zfp933,"25,382",Group2,319,4.4,2.5,24,1.38
2457,Max,"24,934",Group2,324,4.4,2.51,69,1.84
2458,Bcas3,"472,893",Group2,"4,372",5.67,3.64,56,1.75
2459,Taf1b,"60,182",Group2,511,4.78,2.71,14,1.15
2460,Chpt1,"51,330",Group2,537,4.71,2.73,29,1.46
2461,Casc4,"69,252",Group2,433,4.84,2.64,61,1.79
2462,Ap2a1,"29,125",Group2,458,4.46,2.66,58,1.76
2463,Hnrnpc,"30,653",Group2,219,4.49,2.34,48,1.68
2464,Fhit,"1,611,945",Group2,"8,976",6.21,3.95,22,1.34
2465,Marf1,"54,180",Group2,531,4.73,2.73,48,1.68
2466,Exoc5,"62,565",Group2,419,4.8,2.62,22,1.34
2467,Stx17,"61,594",Group2,503,4.79,2.7,22,1.34
2468,Nol10,"81,639",Group2,772,4.91,2.89,30,1.48
2469,Gdpd1,"40,197",Group2,435,4.6,2.64,46,1.66
2470,Inadl,"323,820",Group2,"3,248",5.51,3.51,28,1.45
2471,Flot2,"22,505",Group2,303,4.35,2.48,43,1.63
2472,Lmtk3,"20,408",Group2,593,4.31,2.77,39,1.59
2473,Scfd2,"326,945",Group2,"2,821",5.51,3.45,30,1.48
2474,Gspt1,"35,035",Group2,369,4.54,2.57,56,1.75
2475,Gak,"60,346",Group2,464,4.78,2.67,51,1.71
2476,Armc9,"123,506",Group2,"1,414",5.09,3.15,44,1.64
2477,Mysm1,"37,062",Group2,322,4.57,2.51,53,1.72
2478,AC121576.1,"102,004",Group2,932,5.01,2.97,28,1.45
2479,Hacd1,"205,855",Group2,"1,359",5.31,3.13,33,1.52
2480,Tmem117,"466,868",Group2,"4,723",5.67,3.67,57,1.76
2481,Snrnp70,"19,291",Group2,276,4.29,2.44,44,1.64
2482,Nup98,"90,780",Group2,577,4.96,2.76,46,1.66
2483,Ap3s2,"45,326",Group2,461,4.66,2.66,35,1.54
2484,Gpatch1,"41,906",Group2,490,4.62,2.69,39,1.59
2485,Alms1,"115,224",Group2,790,5.06,2.9,36,1.56
2486,Ptcd3,"28,114",Group2,205,4.45,2.31,62,1.79
2487,Nr6a1,"204,320",Group2,"1,332",5.31,3.12,13,1.11
2488,Fam172a,"464,204",Group2,"2,658",5.67,3.42,27,1.43
2489,Numa1,"80,855",Group2,749,4.91,2.87,47,1.67
2490,Mthfs,"167,039",Group2,"1,055",5.22,3.02,14,1.15
2491,Hmgb1,"137,789",Group2,"2,036",5.14,3.31,65,1.81
2492,Wdr35,"54,957",Group2,618,4.74,2.79,29,1.46
2493,Zfp810,"30,902",Group2,340,4.49,2.53,38,1.58
2494,Xpo5,"39,446",Group2,516,4.6,2.71,81,1.91
2495,Bmpr2,"115,616",Group2,805,5.06,2.91,88,1.94
2496,Tm9sf4,"49,165",Group2,479,4.69,2.68,24,1.38
2497,AC132685.1,"183,727",Group2,868,5.26,2.94,8,0.9
2498,Ndufaf2,"155,910",Group2,"1,797",5.19,3.25,58,1.76
2499,Celsr2,"24,703",Group2,674,4.39,2.83,104,2.02
2500,Dusp22,"51,234",Group2,537,4.71,2.73,43,1.63
2501,Epc2,"100,464",Group2,807,5,2.91,76,1.88
2502,Fam57a,"35,158",Group2,429,4.55,2.63,48,1.68
2503,Ell,"53,403",Group2,501,4.73,2.7,81,1.91
2504,Rnf121,"46,334",Group2,353,4.67,2.55,46,1.66
2505,RP23-198N22.1,"478,246",Group2,"2,930",5.68,3.47,73,1.86
2506,AC152164.3,"34,821",Group2,273,4.54,2.44,36,1.56
2507,RP24-456P10.1,"68,629",Group2,454,4.84,2.66,11,1.04
2508,Nbeal1,"157,731",Group2,977,5.2,2.99,57,1.76
2509,Ap1ar,"30,518",Group2,472,4.48,2.67,46,1.66
2510,Zfp950,"87,002",Group2,411,4.94,2.61,15,1.18
2511,Qser1,"61,967",Group2,462,4.79,2.66,85,1.93
2512,RP23-201G13.1,"104,284",Group2,"1,043",5.02,3.02,35,1.54
2513,Zc3h3,"87,487",Group2,959,4.94,2.98,57,1.76
2514,Ddi2,"45,872",Group2,594,4.66,2.77,57,1.76
2515,Casc3,"28,911",Group2,410,4.46,2.61,19,1.28
2516,RP23-314A12.1,"14,261",Group2,173,4.15,2.24,39,1.59
2517,2-Mar,"32,980",Group2,293,4.52,2.47,36,1.56
2518,Far1os,"34,500",Group2,151,4.54,2.18,14,1.15
2519,Lin52,"94,725",Group2,846,4.98,2.93,55,1.74
2520,RP23-284J4.1,"170,092",Group2,"1,346",5.23,3.13,9,0.95
2521,RP24-123J3.1,"78,674",Group2,912,4.9,2.96,88,1.94
2522,RP23-129P10.1,"44,057",Group2,413,4.64,2.62,34,1.53
2523,Tmem170b,"35,450",Group2,361,4.55,2.56,78,1.89
2524,RP24-403B15.1,"99,684",Group2,628,5,2.8,201,2.3
2525,RP23-243J5.1,"189,283",Group2,"1,615",5.28,3.21,30,1.48
2526,RP23-343H23.1,"46,693",Group2,750,4.67,2.88,113,2.05
2527,RP23-388A19.6,"97,825",Group2,584,4.99,2.77,99,2
2528,RP23-20K24.5,"56,221",Group2,541,4.75,2.73,140,2.15
2529,RP24-324L19.1,"257,420",Group2,"1,653",5.41,3.22,44,1.64
2530,RP23-314A12.2,"28,474",Group2,129,4.45,2.11,3,0.48
2531,RP24-88J19.1,"68,348",Group2,638,4.83,2.8,92,1.96
2532,RP23-44E17.1,"172,861",Group2,829,5.24,2.92,32,1.51
2533,Gm26561,"515,208",Group2,"6,176",5.71,3.79,29,1.46
2534,RP23-285F13.1,"75,626",Group2,465,4.88,2.67,19,1.28
2535,RP23-25A17.2,"30,752",Group2,160,4.49,2.2,4,0.6
2536,RP23-392G15.1,"37,504",Group2,184,4.57,2.26,10,1
2537,RP23-245C15.1,"231,356",Group2,"1,352",5.36,3.13,8,0.9
2538,RP24-549I13.2,"46,395",Group2,298,4.67,2.47,13,1.11
2539,RP24-274B19.1,"224,173",Group2,875,5.35,2.94,7,0.85
2540,RP24-89C4.5,"114,822",Group2,575,5.06,2.76,24,1.38
2541,RP23-329M17.1,"176,765",Group2,915,5.25,2.96,21,1.32
2542,RP24-66D20.1,"164,878",Group2,"1,370",5.22,3.14,12,1.08
2543,RP23-49H16.3,"81,142",Group2,455,4.91,2.66,17,1.23
2544,RP24-75N14.3,"113,012",Group2,"1,220",5.05,3.09,30,1.48
