gene_id,group,mc_type,var_dim,gene_type,Correlation_5mC,new.P.value_5mC,new.P.adjust_5mC,Correlation_5hmC,new.P.value_5hmC,new.P.adjust_5hmC,Correlation_mC_hmC,new.P.value_mC_hmC,new.P.adjust_mC_hmC,gene_name,Gene_length,Cpg_number
ENSMUSG00000040722.7,[5hmCH +],CH,genebody,all_gene,0.00 ,0.46 ,0.57 ,0.02 ,0.00 ,0.00 ,-0.01 ,0.29 ,0.40 ,Scamp5,"26,735",347
ENSMUSG00000040724.5,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.24 ,0.34 ,0.05 ,0.00 ,0.00 ,0.00 ,0.83 ,0.89 ,Kcna2,"13,861",221
ENSMUSG00000040738.10,[5hmCH +],CH,genebody,all_gene,0.00 ,0.87 ,0.92 ,0.01 ,0.03 ,0.05 ,0.00 ,0.82 ,0.88 ,Ints8,"55,102",458
ENSMUSG00000040785.19,[5hmCH +],CH,genebody,all_gene,0.00 ,0.86 ,0.90 ,0.04 ,0.00 ,0.00 ,0.01 ,0.10 ,0.17 ,Ttc3,"98,727",929
ENSMUSG00000040811.15,[5hmCH +],CH,genebody,all_gene,0.00 ,0.90 ,0.94 ,0.01 ,0.01 ,0.01 ,0.00 ,0.53 ,0.64 ,Eml2,"30,063",498
ENSMUSG00000040818.10,[5hmCH +],CH,genebody,all_gene,0.00 ,0.50 ,0.61 ,0.01 ,0.03 ,0.04 ,0.01 ,0.05 ,0.08 ,Dennd6a,"60,468",520
ENSMUSG00000040865.15,[5hmCH +],CH,genebody,all_gene,0.00 ,0.47 ,0.58 ,0.01 ,0.01 ,0.02 ,0.01 ,0.18 ,0.27 ,Ino80d,"156,251","1,419"
ENSMUSG00000040907.15,[5hmCH +],CH,genebody,all_gene,0.00 ,0.61 ,0.71 ,0.03 ,0.00 ,0.00 ,0.01 ,0.15 ,0.23 ,Atp1a3,"27,793",475
ENSMUSG00000040913.10,[(5mCH+5hmCH) +],CH,genebody,all_gene,0.00 ,0.41 ,0.53 ,0.01 ,0.05 ,0.07 ,0.01 ,0.01 ,0.02 ,Fbxw4,"82,060","1,172"
ENSMUSG00000040943.12,[5mCH -],CH,genebody,all_gene,-0.01 ,0.01 ,0.02 ,0.01 ,0.07 ,0.09 ,-0.01 ,0.04 ,0.07 ,Tet2,"81,462",778
ENSMUSG00000041028.16,[(5mCH+5hmCH) +],CH,genebody,all_gene,0.00 ,0.64 ,0.73 ,0.01 ,0.30 ,0.35 ,0.02 ,0.00 ,0.00 ,Ghitm,"15,182",149
ENSMUSG00000041040.12,[5hmCH +],CH,genebody,all_gene,0.01 ,0.13 ,0.20 ,0.01 ,0.01 ,0.02 ,0.01 ,0.09 ,0.15 ,Fam117b,"72,342",544
ENSMUSG00000041215.16,[5hmCH +],CH,genebody,all_gene,0.01 ,0.33 ,0.44 ,0.02 ,0.00 ,0.00 ,0.01 ,0.03 ,0.05 ,Yeats2,"91,512",891
ENSMUSG00000041258.17,[5mCH -],CH,genebody,all_gene,-0.01 ,0.01 ,0.02 ,0.00 ,0.60 ,0.64 ,-0.01 ,0.10 ,0.16 ,Zfp236,"99,292","1,321"
ENSMUSG00000041297.8,[5hmCH +],CH,genebody,all_gene,0.00 ,0.50 ,0.61 ,0.02 ,0.00 ,0.00 ,0.00 ,0.40 ,0.52 ,Cdk13,"94,784",673
ENSMUSG00000041408.18,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.25 ,0.36 ,0.01 ,0.01 ,0.02 ,0.00 ,0.38 ,0.50 ,Wapl,"74,057",639
ENSMUSG00000041530.16,[5hmCH +],CH,genebody,all_gene,0.00 ,0.76 ,0.83 ,0.02 ,0.00 ,0.00 ,-0.01 ,0.17 ,0.26 ,Ago1,"33,573",431
ENSMUSG00000041702.7,[5hmCH +],CH,genebody,all_gene,0.00 ,0.87 ,0.91 ,0.01 ,0.03 ,0.04 ,0.01 ,0.17 ,0.25 ,Btbd7,"97,676",808
ENSMUSG00000041763.14,[5hmCH +],CH,genebody,all_gene,0.01 ,0.13 ,0.20 ,0.01 ,0.00 ,0.01 ,0.01 ,0.12 ,0.19 ,Tpp2,"69,355",422
ENSMUSG00000041769.13,[5hmCH +],CH,genebody,all_gene,0.01 ,0.28 ,0.39 ,0.01 ,0.01 ,0.01 ,0.01 ,0.04 ,0.07 ,Ppp2r2d,"36,980",450
ENSMUSG00000041846.15,[5hmCH +],CH,genebody,all_gene,0.01 ,0.28 ,0.39 ,0.02 ,0.00 ,0.00 ,0.01 ,0.20 ,0.29 ,Smek1,"44,295",413
ENSMUSG00000041966.18,[5hmCH +],CH,genebody,all_gene,0.00 ,0.95 ,0.97 ,0.01 ,0.01 ,0.01 ,0.01 ,0.14 ,0.21 ,Dcaf17,"43,816",443
ENSMUSG00000042015.17,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.36 ,0.48 ,0.02 ,0.01 ,0.01 ,0.00 ,0.42 ,0.54 ,Wdr41,"46,972",624
ENSMUSG00000042055.13,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.09 ,0.15 ,0.02 ,0.00 ,0.00 ,-0.01 ,0.29 ,0.40 ,Wdr11,"43,877",488
ENSMUSG00000042078.14,[5hmCH +],CH,genebody,all_gene,0.00 ,0.68 ,0.76 ,0.02 ,0.00 ,0.00 ,0.00 ,0.76 ,0.83 ,Svop,"64,662","1,009"
ENSMUSG00000042148.8,[(5mCH+5hmCH) +],CH,genebody,all_gene,0.01 ,0.18 ,0.26 ,0.00 ,0.69 ,0.72 ,0.01 ,0.02 ,0.03 ,Cox10,"116,843","1,327"
ENSMUSG00000042167.6,[5hmCH +],CH,genebody,all_gene,0.00 ,0.38 ,0.50 ,0.01 ,0.02 ,0.03 ,0.00 ,0.45 ,0.57 ,Papd4,"46,105",300
ENSMUSG00000042211.6,[5hmCH +],CH,genebody,all_gene,0.01 ,0.10 ,0.15 ,0.01 ,0.02 ,0.02 ,0.00 ,0.36 ,0.48 ,Fbxo38,"44,676",541
ENSMUSG00000042298.18,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.08 ,0.13 ,0.02 ,0.00 ,0.00 ,0.00 ,0.59 ,0.69 ,Ttc19,"46,980",426
ENSMUSG00000042323.17,[5hmCH +],CH,genebody,all_gene,0.01 ,0.34 ,0.45 ,0.02 ,0.00 ,0.00 ,0.01 ,0.10 ,0.16 ,Pbrm1,"102,456",692
ENSMUSG00000042390.9,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.32 ,0.43 ,0.01 ,0.02 ,0.02 ,0.00 ,0.35 ,0.47 ,Gatad2b,"70,231",472
ENSMUSG00000042410.16,[5hmCH +],CH,genebody,all_gene,0.00 ,0.87 ,0.91 ,0.02 ,0.00 ,0.00 ,0.00 ,0.52 ,0.63 ,Agps,"99,175",745
ENSMUSG00000042439.12,[5hmCH +],CH,genebody,all_gene,0.00 ,0.48 ,0.60 ,0.02 ,0.00 ,0.00 ,0.00 ,0.51 ,0.62 ,Zfp532,"109,215","1,670"
ENSMUSG00000042444.10,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.11 ,0.17 ,0.01 ,0.01 ,0.02 ,0.00 ,0.87 ,0.91 ,Fam63b,"58,162",390
ENSMUSG00000042446.16,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.15 ,0.22 ,0.02 ,0.00 ,0.00 ,0.00 ,0.61 ,0.71 ,Zmym4,"106,198",793
ENSMUSG00000042506.15,[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.01 ,0.05 ,0.09 ,0.01 ,0.08 ,0.11 ,-0.01 ,0.03 ,0.05 ,Usp22,"23,272",342
ENSMUSG00000042523.12,[5hmCH +],CH,genebody,all_gene,0.00 ,0.44 ,0.56 ,0.02 ,0.00 ,0.00 ,-0.01 ,0.15 ,0.23 ,Dnal1,"33,134",372
ENSMUSG00000042548.14,[5hmCH +],CH,genebody,all_gene,0.00 ,0.36 ,0.47 ,0.02 ,0.00 ,0.01 ,0.00 ,0.78 ,0.85 ,Asxl1,"58,180",571
ENSMUSG00000042557.14,[(5mCH+5hmCH) +],CH,genebody,all_gene,0.00 ,0.67 ,0.76 ,0.01 ,0.16 ,0.20 ,0.02 ,0.00 ,0.00 ,Sin3a,"56,328",728
ENSMUSG00000042670.5,[5hmCH +],CH,genebody,all_gene,0.01 ,0.25 ,0.35 ,0.01 ,0.03 ,0.04 ,0.01 ,0.16 ,0.25 ,Immp1l,"60,922",394
ENSMUSG00000042705.8,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.12 ,0.19 ,0.03 ,0.00 ,0.00 ,0.00 ,0.35 ,0.46 ,Commd10,"129,132","1,144"
ENSMUSG00000042742.7,[5hmCH +],CH,genebody,all_gene,0.00 ,0.80 ,0.86 ,0.02 ,0.00 ,0.00 ,0.01 ,0.18 ,0.27 ,RP23-343E20.2,"52,295",337
ENSMUSG00000042744.16,[5hmCH +],CH,genebody,all_gene,0.00 ,0.62 ,0.71 ,0.01 ,0.01 ,0.02 ,0.01 ,0.09 ,0.14 ,AC126938.1,"148,360","1,782"
ENSMUSG00000042851.17,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.09 ,0.14 ,0.02 ,0.00 ,0.00 ,0.00 ,0.38 ,0.49 ,Zc3h6,"51,163",352
ENSMUSG00000042992.15,[5mCH -],CH,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.13 ,0.17 ,-0.01 ,0.13 ,0.20 ,Borcs5,"71,679",825
ENSMUSG00000043241.14,[5hmCH +],CH,genebody,all_gene,0.01 ,0.19 ,0.28 ,0.01 ,0.03 ,0.04 ,0.01 ,0.15 ,0.23 ,Upf2,"105,236",859
ENSMUSG00000043535.13,[5hmCH +],CH,genebody,all_gene,0.00 ,0.75 ,0.82 ,0.02 ,0.00 ,0.00 ,0.01 ,0.26 ,0.37 ,Setx,"58,292",574
ENSMUSG00000043542.12,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.16 ,0.23 ,0.01 ,0.01 ,0.02 ,-0.01 ,0.09 ,0.14 ,Zc2hc1a,"50,355",386
ENSMUSG00000043962.16,[5hmCH +],CH,genebody,all_gene,0.00 ,0.83 ,0.88 ,0.01 ,0.01 ,0.02 ,0.00 ,0.81 ,0.87 ,Thrap3,"38,680",454
ENSMUSG00000044098.14,[5hmCH +],CH,genebody,all_gene,0.00 ,0.78 ,0.85 ,0.01 ,0.02 ,0.03 ,0.00 ,0.67 ,0.76 ,Rsbn1,"52,518",457
ENSMUSG00000044117.12,[5hmCH +],CH,genebody,all_gene,0.00 ,0.44 ,0.55 ,0.02 ,0.00 ,0.01 ,0.01 ,0.13 ,0.20 ,RP23-231E23.4,"114,898",773
ENSMUSG00000044308.17,[5hmCH +],CH,genebody,all_gene,0.00 ,0.51 ,0.62 ,0.03 ,0.00 ,0.00 ,0.00 ,0.54 ,0.65 ,Ubr3,"126,769","1,022"
ENSMUSG00000044791.16,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.08 ,0.12 ,0.02 ,0.00 ,0.00 ,0.00 ,0.78 ,0.85 ,Setd2,"86,038",737
ENSMUSG00000044950.7,[5hmCH +],CH,genebody,all_gene,0.00 ,0.38 ,0.49 ,0.01 ,0.02 ,0.03 ,-0.01 ,0.21 ,0.31 ,Pwwp2a,"39,495",416
ENSMUSG00000045210.8,[5hmCH +],CH,genebody,all_gene,0.00 ,0.78 ,0.85 ,0.01 ,0.01 ,0.02 ,0.00 ,0.44 ,0.55 ,Vcpip1,"29,762",240
ENSMUSG00000045482.16,[5hmCH +],CH,genebody,all_gene,0.00 ,0.77 ,0.84 ,0.01 ,0.03 ,0.04 ,0.00 ,0.94 ,0.96 ,Trrap,"92,048","1,676"
ENSMUSG00000045767.9,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.31 ,0.42 ,0.02 ,0.00 ,0.00 ,-0.01 ,0.26 ,0.36 ,RP23-216P14.8,"10,378",194
ENSMUSG00000045813.7,[5hmCH +],CH,genebody,all_gene,0.00 ,0.75 ,0.83 ,0.02 ,0.00 ,0.00 ,0.00 ,0.67 ,0.76 ,RP23-238L7.1,"114,975",637
ENSMUSG00000045962.16,[5hmCH +],CH,genebody,all_gene,0.00 ,0.81 ,0.86 ,0.02 ,0.00 ,0.01 ,0.01 ,0.16 ,0.25 ,Wnk1,"114,705",686
ENSMUSG00000046138.15,[5hmCH +],CH,genebody,all_gene,0.00 ,0.89 ,0.93 ,0.02 ,0.00 ,0.00 ,0.01 ,0.25 ,0.36 ,RP24-408B13.1,"91,589",528
ENSMUSG00000046201.9,[(5mCH+5hmCH) +],CH,genebody,all_gene,0.00 ,0.94 ,0.96 ,0.01 ,0.04 ,0.05 ,0.01 ,0.03 ,0.05 ,Scaf8,"83,889",687
ENSMUSG00000046329.14,[5hmCH +],CH,genebody,all_gene,0.00 ,0.62 ,0.71 ,0.01 ,0.03 ,0.04 ,0.01 ,0.05 ,0.08 ,Slc25a23,"16,154",234
ENSMUSG00000047037.5,[5hmCH +],CH,genebody,all_gene,0.00 ,0.46 ,0.57 ,0.01 ,0.03 ,0.05 ,0.00 ,0.99 ,0.99 ,Nipa1,"42,389",467
ENSMUSG00000047085.14,[5hmCH +],CH,genebody,all_gene,0.00 ,0.89 ,0.93 ,0.02 ,0.00 ,0.01 ,0.00 ,0.59 ,0.69 ,Lrrc4b,"34,335",601
ENSMUSG00000047126.17,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.13 ,0.20 ,0.03 ,0.00 ,0.00 ,0.00 ,0.90 ,0.93 ,Cltc,"63,216",477
ENSMUSG00000047141.5,[5hmCH +],CH,genebody,all_gene,0.00 ,0.47 ,0.58 ,0.01 ,0.01 ,0.02 ,0.00 ,0.92 ,0.95 ,ZNF654,"71,307",528
ENSMUSG00000047193.16,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.05 ,0.08 ,0.01 ,0.02 ,0.04 ,0.00 ,0.96 ,0.98 ,Dync2h1,"255,945","1,541"
ENSMUSG00000047213.14,[5hmCH +],CH,genebody,all_gene,0.00 ,0.46 ,0.57 ,0.01 ,0.01 ,0.01 ,0.01 ,0.25 ,0.36 ,Ythdf3,"33,827",256
ENSMUSG00000047368.3,[5hmCH +],CH,genebody,all_gene,0.00 ,0.66 ,0.75 ,0.01 ,0.01 ,0.01 ,0.01 ,0.17 ,0.26 ,Abhd17b,"32,330",361
ENSMUSG00000047466.9,[5hmCH +],CH,genebody,all_gene,0.00 ,0.55 ,0.65 ,0.02 ,0.00 ,0.01 ,0.01 ,0.07 ,0.12 ,8030462N17Rik,"80,731",634
ENSMUSG00000047789.5,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.06 ,0.10 ,0.02 ,0.00 ,0.00 ,0.00 ,0.54 ,0.65 ,Slc38a9,"78,000",895
ENSMUSG00000047804.15,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.10 ,0.15 ,0.02 ,0.00 ,0.01 ,0.00 ,0.89 ,0.93 ,Akap10,"58,947",454
ENSMUSG00000048000.15,[5hmCH +],CH,genebody,all_gene,0.01 ,0.16 ,0.24 ,0.01 ,0.00 ,0.01 ,0.01 ,0.08 ,0.13 ,Gigyf2,"123,800",856
ENSMUSG00000048154.17,[5hmCH +],CH,genebody,all_gene,0.00 ,0.56 ,0.66 ,0.01 ,0.03 ,0.04 ,0.00 ,0.51 ,0.63 ,Kmt2d,"39,537",856
ENSMUSG00000048249.14,[5hmCH +],CH,genebody,all_gene,0.00 ,0.98 ,0.99 ,0.02 ,0.00 ,0.00 ,0.01 ,0.16 ,0.24 ,Crebrf,"60,987",484
ENSMUSG00000048280.18,[5hmCH +],CH,genebody,all_gene,0.01 ,0.14 ,0.21 ,0.02 ,0.00 ,0.01 ,0.01 ,0.16 ,0.24 ,Zfp738,"28,388",179
ENSMUSG00000048330.14,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.06 ,0.10 ,0.01 ,0.01 ,0.01 ,-0.01 ,0.29 ,0.41 ,Ric3,"49,021",322
ENSMUSG00000048814.10,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.06 ,0.10 ,0.01 ,0.02 ,0.03 ,0.00 ,0.98 ,0.99 ,Lonrf2,"43,068",506
ENSMUSG00000048874.15,[5hmCH +],CH,genebody,all_gene,0.00 ,0.98 ,0.98 ,0.01 ,0.02 ,0.03 ,0.00 ,0.41 ,0.53 ,Phf3,"71,584",765
ENSMUSG00000048895.13,[5hmCH +],CH,genebody,all_gene,0.01 ,0.35 ,0.47 ,0.05 ,0.00 ,0.00 ,0.01 ,0.23 ,0.33 ,Cdk5r1,"4,163",164
ENSMUSG00000049106.7,[5hmCH +],CH,genebody,all_gene,0.00 ,0.84 ,0.89 ,0.01 ,0.01 ,0.02 ,0.01 ,0.18 ,0.27 ,Dcaf5,"100,755","1,076"
ENSMUSG00000049411.14,[5hmCH +],CH,genebody,all_gene,0.01 ,0.32 ,0.43 ,0.01 ,0.01 ,0.01 ,0.01 ,0.04 ,0.07 ,Tmem241,"157,089","1,327"
ENSMUSG00000049470.13,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.22 ,0.31 ,0.02 ,0.00 ,0.00 ,0.00 ,0.95 ,0.97 ,Aff4,"70,999",530
ENSMUSG00000049550.17,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.07 ,0.12 ,0.03 ,0.00 ,0.00 ,0.00 ,0.83 ,0.88 ,Clip1,"106,825","1,555"
ENSMUSG00000049658.13,[5hmCH +],CH,genebody,all_gene,0.00 ,0.36 ,0.47 ,0.02 ,0.00 ,0.00 ,0.00 ,0.93 ,0.95 ,Bdp1,"86,078",698
ENSMUSG00000049659.15,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.19 ,0.27 ,0.01 ,0.03 ,0.04 ,0.00 ,0.46 ,0.58 ,Aftph,"56,507",478
ENSMUSG00000049680.17,[5hmCH +],CH,genebody,all_gene,0.00 ,0.78 ,0.85 ,0.02 ,0.00 ,0.00 ,0.00 ,0.53 ,0.65 ,Urgcp,"48,961",624
ENSMUSG00000049971.17,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.11 ,0.18 ,0.01 ,0.01 ,0.01 ,0.00 ,0.52 ,0.63 ,Glt1d1,"77,114","1,052"
ENSMUSG00000050079.10,[(5mCH+5hmCH) +],CH,genebody,all_gene,0.01 ,0.03 ,0.05 ,0.01 ,0.06 ,0.08 ,0.01 ,0.00 ,0.01 ,Rspry1,"58,340",495
ENSMUSG00000050471.17,[5hmCH +],CH,genebody,all_gene,0.00 ,0.81 ,0.86 ,0.02 ,0.00 ,0.00 ,0.00 ,0.53 ,0.64 ,Fam118b,"50,842",373
ENSMUSG00000050812.18,[5hmCH +],CH,genebody,all_gene,0.01 ,0.16 ,0.23 ,0.02 ,0.00 ,0.00 ,0.01 ,0.03 ,0.05 ,RP23-211P15.1,"113,840",817
ENSMUSG00000050891.9,[5hmCH +],CH,genebody,all_gene,0.01 ,0.14 ,0.21 ,0.02 ,0.00 ,0.00 ,0.01 ,0.11 ,0.18 ,Tatdn1,"43,585",425
ENSMUSG00000051344.13,[5hmCH +],CH,genebody,all_gene,0.00 ,0.96 ,0.98 ,0.02 ,0.00 ,0.01 ,0.01 ,0.21 ,0.31 ,Plekhm3,"170,843","1,447"
ENSMUSG00000051391.9,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.34 ,0.45 ,0.02 ,0.00 ,0.00 ,0.00 ,0.40 ,0.52 ,Ywhag,"26,209",459
ENSMUSG00000051674.15,[5mCH -],CH,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.06 ,0.08 ,-0.01 ,0.31 ,0.42 ,Dcun1d4,"79,796","1,124"
ENSMUSG00000051790.15,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.37 ,0.49 ,0.02 ,0.00 ,0.00 ,0.00 ,0.39 ,0.51 ,Nlgn2,"14,664",366
ENSMUSG00000051853.10,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.09 ,0.15 ,0.02 ,0.00 ,0.00 ,-0.01 ,0.14 ,0.21 ,Arf3,"26,582",416
ENSMUSG00000052291.8,[5hmCH +],CH,genebody,all_gene,0.00 ,0.44 ,0.55 ,0.02 ,0.01 ,0.01 ,0.00 ,0.43 ,0.55 ,RP24-420A20.8,"74,465",769
ENSMUSG00000052459.13,[(5mCH+5hmCH) -],CH,genebody,all_gene,-0.01 ,0.03 ,0.06 ,0.01 ,0.08 ,0.10 ,-0.01 ,0.02 ,0.05 ,Atp6v1a,"54,305",567
ENSMUSG00000052681.8,[5hmCH +],CH,genebody,all_gene,0.00 ,0.52 ,0.63 ,0.01 ,0.03 ,0.04 ,0.00 ,0.37 ,0.49 ,Rap1b,"32,166",437
ENSMUSG00000052833.9,[5mCH +],CH,genebody,all_gene,0.01 ,0.02 ,0.03 ,0.01 ,0.07 ,0.10 ,0.01 ,0.03 ,0.06 ,Sae1,"67,574",638
ENSMUSG00000052917.15,[5hmCH +],CH,genebody,all_gene,0.00 ,0.80 ,0.86 ,0.02 ,0.00 ,0.00 ,0.00 ,0.63 ,0.73 ,Senp7,"141,676","1,180"
ENSMUSG00000052949.14,[5hmCH +],CH,genebody,all_gene,0.00 ,0.38 ,0.50 ,0.03 ,0.00 ,0.00 ,0.00 ,0.66 ,0.76 ,Rnf157,"76,681","1,339"
ENSMUSG00000053205.9,[5hmCH +],CH,genebody,all_gene,0.00 ,0.99 ,1.00 ,0.01 ,0.01 ,0.01 ,0.00 ,0.71 ,0.80 ,Styx,"71,729",728
ENSMUSG00000053286.11,[5hmCH +],CH,genebody,all_gene,0.00 ,0.76 ,0.83 ,0.01 ,0.01 ,0.02 ,0.01 ,0.31 ,0.42 ,Trmt1l,"29,621",381
ENSMUSG00000053333.15,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.11 ,0.18 ,0.01 ,0.03 ,0.04 ,0.00 ,0.81 ,0.87 ,Dis3l2,"346,289","1,861"
ENSMUSG00000053436.14,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.05 ,0.09 ,0.01 ,0.03 ,0.04 ,0.00 ,0.59 ,0.70 ,Mapk14,"57,064",681
ENSMUSG00000053470.13,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.09 ,0.14 ,0.01 ,0.02 ,0.03 ,0.00 ,0.72 ,0.80 ,Kdm3a,"44,020",385
ENSMUSG00000053838.14,[5hmCH +],CH,genebody,all_gene,0.01 ,0.20 ,0.29 ,0.02 ,0.00 ,0.00 ,0.00 ,0.40 ,0.52 ,Nudcd3,"94,726",972
ENSMUSG00000053907.10,[5hmCH +],CH,genebody,all_gene,0.00 ,0.71 ,0.79 ,0.02 ,0.00 ,0.00 ,0.00 ,0.85 ,0.90 ,Mat2a,"6,761",123
ENSMUSG00000054693.14,[5mCH -],CH,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.01 ,0.04 ,0.06 ,-0.01 ,0.08 ,0.13 ,Adam10,"101,234",570
ENSMUSG00000054823.16,[5hmCH +],CH,genebody,all_gene,0.00 ,0.80 ,0.86 ,0.01 ,0.00 ,0.01 ,0.01 ,0.13 ,0.20 ,Nsd3,"118,068","1,376"
ENSMUSG00000054942.13,[5hmCH +],CH,genebody,all_gene,0.00 ,0.52 ,0.62 ,0.01 ,0.00 ,0.01 ,0.00 ,0.44 ,0.55 ,Fam73a,"66,560","1,115"
ENSMUSG00000055137.7,[5mCH -],CH,genebody,all_gene,-0.01 ,0.01 ,0.02 ,0.00 ,0.34 ,0.38 ,-0.01 ,0.06 ,0.11 ,Sugct,"838,083","4,311"
ENSMUSG00000055204.15,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.29 ,0.39 ,0.02 ,0.00 ,0.00 ,0.00 ,0.91 ,0.94 ,Ankrd17,"139,413","1,013"
ENSMUSG00000055436.18,[5hmCH +],CH,genebody,all_gene,0.00 ,0.75 ,0.83 ,0.02 ,0.00 ,0.00 ,0.00 ,0.47 ,0.59 ,Srsf11,"26,168",293
ENSMUSG00000055531.12,[5hmCH +],CH,genebody,all_gene,0.00 ,0.50 ,0.61 ,0.01 ,0.03 ,0.04 ,0.00 ,0.46 ,0.58 ,Cpsf6,"35,344",468
ENSMUSG00000055932.15,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.23 ,0.33 ,0.01 ,0.01 ,0.01 ,0.01 ,0.31 ,0.43 ,Fto,"354,916","4,722"
ENSMUSG00000056153.14,[5hmCH +],CH,genebody,all_gene,0.00 ,0.76 ,0.83 ,0.02 ,0.00 ,0.00 ,0.01 ,0.10 ,0.17 ,Socs6,"262,259","1,302"
ENSMUSG00000056260.15,[5hmCH +],CH,genebody,all_gene,0.00 ,0.65 ,0.74 ,0.02 ,0.01 ,0.01 ,0.00 ,0.68 ,0.77 ,Lrif1,"51,592",299
ENSMUSG00000056310.14,[(5mCH+5hmCH) +],CH,genebody,all_gene,0.01 ,0.10 ,0.16 ,0.00 ,0.35 ,0.40 ,0.02 ,0.00 ,0.00 ,Tyw1,"85,946","1,262"
ENSMUSG00000056342.16,[5hmCH +],CH,genebody,all_gene,0.00 ,0.61 ,0.71 ,0.02 ,0.00 ,0.00 ,0.01 ,0.12 ,0.19 ,Usp34,"183,667","1,138"
ENSMUSG00000056413.16,[5mCH -],CH,genebody,all_gene,-0.01 ,0.01 ,0.01 ,0.01 ,0.11 ,0.14 ,-0.01 ,0.04 ,0.08 ,Adap1,"53,748",778
ENSMUSG00000056536.14,[5hmCH +],CH,genebody,all_gene,0.01 ,0.33 ,0.44 ,0.02 ,0.00 ,0.00 ,0.01 ,0.03 ,0.05 ,Pign,"145,257",842
ENSMUSG00000056608.14,[5mCH -],CH,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.00 ,0.37 ,0.41 ,-0.01 ,0.11 ,0.18 ,Chd9,"226,166","2,441"
ENSMUSG00000056692.12,[(5mCH+5hmCH) +],CH,genebody,all_gene,0.01 ,0.09 ,0.15 ,0.01 ,0.32 ,0.37 ,0.01 ,0.01 ,0.01 ,RP24-535N4.2,"69,328",889
ENSMUSG00000056763.16,[5hmCH +],CH,genebody,all_gene,0.00 ,0.81 ,0.87 ,0.02 ,0.00 ,0.00 ,0.01 ,0.06 ,0.10 ,Cspp1,"98,783",862
ENSMUSG00000056820.7,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.31 ,0.42 ,0.02 ,0.00 ,0.00 ,0.00 ,0.73 ,0.81 ,Tsnax,"21,197",378
ENSMUSG00000056851.14,[(5mCH+5hmCH) +],CH,genebody,all_gene,0.01 ,0.11 ,0.18 ,0.00 ,0.87 ,0.89 ,0.01 ,0.01 ,0.01 ,Pcbp2,"29,524",272
ENSMUSG00000056919.9,[5hmCH +],CH,genebody,all_gene,0.00 ,0.71 ,0.79 ,0.01 ,0.02 ,0.03 ,0.00 ,0.74 ,0.82 ,Cep162,"65,961",633
ENSMUSG00000056999.14,[5hmCH +],CH,genebody,all_gene,0.00 ,0.52 ,0.63 ,0.02 ,0.00 ,0.00 ,0.01 ,0.11 ,0.18 ,Ide,"69,111",758
ENSMUSG00000057265.13,[5hmCH +],CH,genebody,all_gene,0.00 ,0.49 ,0.61 ,0.01 ,0.01 ,0.02 ,0.01 ,0.23 ,0.34 ,Bbof1,"33,818",321
ENSMUSG00000057335.11,[5hmCH +],CH,genebody,all_gene,-0.01 ,0.25 ,0.35 ,0.03 ,0.00 ,0.00 ,-0.01 ,0.32 ,0.44 ,Cep170,"80,416",527
ENSMUSG00000057359.7,[5hmCH +],CH,genebody,all_gene,0.00 ,0.41 ,0.53 ,0.04 ,0.00 ,0.00 ,0.00 ,0.91 ,0.94 ,RP23-71G16.2,"37,764",556
