"gene_id","gene_name","type","Gene_length","Cpg_number"
"ENSMUSG00000062527.6","Olfr1408","promoter",4001,11
"ENSMUSG00000066680.4","Olfr1407-ps1","promoter",4001,4
"ENSMUSG00000058981.4","Olfr1406","promoter",4001,10
"ENSMUSG00000046643.2","Olfr218","promoter",4001,12
"ENSMUSG00000049456.3","Olfr1404","promoter",4001,20
"ENSMUSG00000005339.10","Fcer1a","promoter",4001,12
"ENSMUSG00000049605.3","Olfr418","promoter",4001,14
"ENSMUSG00000079180.4","Mptx2","promoter",4001,21
"ENSMUSG00000037872.5","Ackr1","promoter",4001,36
"ENSMUSG00000005338.13","Cadm3","promoter",4001,41
"ENSMUSG00000037860.15","Aim2","promoter",4001,44
"ENSMUSG00000037849.8","RP23-85A8.1","promoter",4001,4
"ENSMUSG00000070501.14","Ifi214","promoter",4001,9
"ENSMUSG00000104989.1","Gm44481","promoter",4001,13
"ENSMUSG00000073491.11","Ifi213","promoter",4001,0
"ENSMUSG00000043263.13","Ifi209","promoter",4001,9
"ENSMUSG00000106299.1","Gm44339","promoter",4001,14
"ENSMUSG00000066677.12","Ifi208","promoter",4001,7
"ENSMUSG00000103105.5","RP23-436K7.2","promoter",4001,13
"ENSMUSG00000103051.1","RP23-436K7.3","promoter",4001,3
"ENSMUSG00000073490.11","Ifi207","promoter",4001,15
"ENSMUSG00000073489.6","Ifi204","promoter",4001,7
"ENSMUSG00000090222.2","Ifi203-ps","promoter",4001,9
"ENSMUSG00000102187.1","RP24-210L3.2","promoter",4001,6
"ENSMUSG00000090272.8","Mndal","promoter",4001,8
"ENSMUSG00000102433.1","RP23-436K7.4","promoter",4001,8
"ENSMUSG00000026536.9","Mnda","promoter",4001,6
"ENSMUSG00000039997.16","Ifi203","promoter",4001,4
"ENSMUSG00000026535.9","Ifi202b","promoter",4001,9
"ENSMUSG00000103588.1","RP24-360E22.3","promoter",4001,9
"ENSMUSG00000054203.7","Ifi205","promoter",4001,6
"ENSMUSG00000045381.6","Olfr433","promoter",4001,27
"ENSMUSG00000047048.4","Olfr432","promoter",4001,24
"ENSMUSG00000102603.2","Olfr431-ps1","promoter",4001,26
"ENSMUSG00000050134.7","Olfr430","promoter",4001,6
"ENSMUSG00000049528.7","Olfr429","promoter",4001,18
"ENSMUSG00000106975.1","Olfr428-ps1","promoter",4001,2
"ENSMUSG00000059371.4","Olfr427","promoter",4001,9
"ENSMUSG00000103863.2","Olfr1528-ps1","promoter",4001,12
"ENSMUSG00000046486.4","Olfr231","promoter",4001,13
"ENSMUSG00000051528.4","Olfr424","promoter",4001,13
"ENSMUSG00000102371.4","Olfr258-ps1","promoter",4001,9
"ENSMUSG00000091950.3","Olfr421-ps1","promoter",4001,16
"ENSMUSG00000055033.4","Olfr420","promoter",4001,10
"ENSMUSG00000107114.1","RP23-343E12.14","promoter",4001,9
"ENSMUSG00000026532.7","Spta1","promoter",4001,24
"ENSMUSG00000050788.5","Olfr419","promoter",4001,27
"ENSMUSG00000026531.4","Mptx1","promoter",4001,9
"ENSMUSG00000066672.2","Olfr417","promoter",4001,7
"ENSMUSG00000102920.1","Olfr416-ps1","promoter",4001,12
"ENSMUSG00000059503.2","Olfr248","promoter",4001,15
"ENSMUSG00000051509.6","Olfr414","promoter",4001,19
"ENSMUSG00000066671.4","Olfr220","promoter",4001,20
"ENSMUSG00000028354.13","Fmn2","promoter",4001,131
"ENSMUSG00000050069.3","Grem2","promoter",4001,23
"ENSMUSG00000026527.13","Rgs7","promoter",4001,37
"ENSMUSG00000104343.1","RP23-250O14.1","promoter",4001,9
"ENSMUSG00000103079.1","RP24-151M13.1","promoter",4001,5
"ENSMUSG00000026526.14","Fh1","promoter",4001,20
"ENSMUSG00000039783.15","Kmo","promoter",4001,18
"ENSMUSG00000026525.9","Opn3","promoter",4001,35
"ENSMUSG00000078185.3","Chml","promoter",4001,18
"ENSMUSG00000026523.14","Wdr64","promoter",4001,28
"ENSMUSG00000077794.1","Gm25560","promoter",4001,13
"ENSMUSG00000039748.11","Exo1","promoter",4001,87
"ENSMUSG00000094820.1","Gm23805","promoter",4001,25
"ENSMUSG00000104158.2","Becn2","promoter",4001,51
"ENSMUSG00000103540.1","RP24-531A1.2","promoter",4001,16
"ENSMUSG00000055214.15","Pld5","promoter",4001,26
"ENSMUSG00000078184.1","Rbm8a2","promoter",4001,43
"ENSMUSG00000104363.1","RP24-375D13.1","promoter",4001,11
"ENSMUSG00000103277.1","RP23-357C20.1","promoter",4001,16
"ENSMUSG00000104157.1","RP24-152K14.1","promoter",4001,115
"ENSMUSG00000102446.1","RP23-387L22.1","promoter",4001,12
"ENSMUSG00000104248.1","RP23-387L22.2","promoter",4001,7
"ENSMUSG00000104021.1","RP23-387L22.3","promoter",4001,39
"ENSMUSG00000103471.1","RP23-440J24.1","promoter",4001,24
"ENSMUSG00000087875.1","Gm26104","promoter",4001,7
"ENSMUSG00000057335.11","Cep170","promoter",4001,28
"ENSMUSG00000103634.1","RP23-440J24.5","promoter",4001,9
"ENSMUSG00000104154.1","RP23-440J24.4","promoter",4001,20
"ENSMUSG00000103435.1","RP23-440J24.2","promoter",4001,48
"ENSMUSG00000065573.1","Mir350","promoter",4001,11
"ENSMUSG00000084749.1","Gm25288","promoter",4001,15
"ENSMUSG00000026504.17","Sdccag8","promoter",4001,129
"ENSMUSG00000103367.1","RP23-293I7.1","promoter",4001,57
"ENSMUSG00000103584.1","RP23-293I7.2","promoter",4001,43
"ENSMUSG00000093132.1","Gm25993","promoter",4001,35
"ENSMUSG00000102475.1","RP23-293I7.3","promoter",4001,32
"ENSMUSG00000102211.1","RP23-293I7.4","promoter",4001,13
"ENSMUSG00000087082.1","AC144905.1","promoter",4001,38
"ENSMUSG00000103251.1","RP23-293I7.7","promoter",4001,30
"ENSMUSG00000019699.16","Akt3","promoter",4001,36
"ENSMUSG00000104391.1","RP23-268A12.1","promoter",4001,9
"ENSMUSG00000102133.1","RP23-268A12.2","promoter",4001,18
"ENSMUSG00000102749.1","RP23-268A12.3","promoter",4001,7
"ENSMUSG00000103163.1","RP23-379C24.1","promoter",4001,10
"ENSMUSG00000103646.1","RP23-379C24.2","promoter",4001,16
"ENSMUSG00000102427.1","RP24-501N9.1","promoter",4001,5
"ENSMUSG00000103633.1","RP24-501N9.2","promoter",4001,8
"ENSMUSG00000097892.2","RP24-297D18.1","promoter",4001,63
"ENSMUSG00000063659.11","Zbtb18","promoter",4001,189
"ENSMUSG00000102432.1","RP24-441N3.2","promoter",4001,64
"ENSMUSG00000103043.1","RP24-441N3.3","promoter",4001,41
"ENSMUSG00000102885.1","RP23-326H11.2","promoter",4001,18
"ENSMUSG00000103767.1","RP23-326H11.3","promoter",4001,40
"ENSMUSG00000101746.1","RP23-326H11.1","promoter",4001,44
"ENSMUSG00000015962.5","AC115818.1","promoter",4001,16
"ENSMUSG00000015961.8","Adss","promoter",4001,20
"ENSMUSG00000089657.1","RP23-158A6.2","promoter",4001,47
"ENSMUSG00000102483.1","RP23-474A1.1","promoter",4001,32
"ENSMUSG00000091476.6","RP23-243J5.1","promoter",4001,95
"ENSMUSG00000104097.1","RP23-243J5.2","promoter",4001,26
"ENSMUSG00000095731.1","Gm25312","promoter",4001,8
"ENSMUSG00000102493.1","RP23-393P20.1","promoter",4001,62
"ENSMUSG00000026502.13","Desi2","promoter",4001,107
"ENSMUSG00000103958.1","RP24-259F2.1","promoter",4001,23
"ENSMUSG00000070489.5","RP24-259F2.2","promoter",4001,119
"ENSMUSG00000104126.1","RP24-252K15.3","promoter",4001,37
"ENSMUSG00000086350.1","AC166710.3","promoter",4001,18
"ENSMUSG00000026500.6","Cox20","promoter",4001,137
"ENSMUSG00000039630.10","Hnrnpu","promoter",4001,48
"ENSMUSG00000104279.1","RP24-252K15.4","promoter",4001,82
"ENSMUSG00000099303.1","Gm27458","promoter",4001,12
"ENSMUSG00000064954.1","Gm24919","promoter",4001,11
"ENSMUSG00000026495.8","Efcab2","promoter",4001,109
"ENSMUSG00000026494.12","Kif26b","promoter",4001,274
"ENSMUSG00000064967.1","Gm24405","promoter",4001,39
"ENSMUSG00000102922.1","RP23-284K5.1","promoter",4001,23
"ENSMUSG00000089713.1","RP24-419N8.2","promoter",4001,11
"ENSMUSG00000055067.15","Smyd3","promoter",4001,36
"ENSMUSG00000096474.2","RP24-394G12.1","promoter",4001,33
"ENSMUSG00000026492.11","Tfb2m","promoter",4001,14
"ENSMUSG00000082395.1","AC130279.3","promoter",4001,36
"ENSMUSG00000038949.8","Cnst","promoter",4001,134
"ENSMUSG00000038936.13","Sccpdh","promoter",4001,115
"ENSMUSG00000087236.3","AC113977.3","promoter",4001,44
"ENSMUSG00000026491.13","Ahctf1","promoter",4001,53
"ENSMUSG00000073486.2","Gm10518","promoter",4001,155
"ENSMUSG00000104418.1","RP23-204N23.1","promoter",4001,47
"ENSMUSG00000026490.18","Cdc42bpa","promoter",4001,172
"ENSMUSG00000102194.1","RP23-204N23.3","promoter",4001,15
"ENSMUSG00000103636.1","RP23-226J18.3","promoter",4001,35
"ENSMUSG00000026489.13","Adck3","promoter",4001,41
"ENSMUSG00000104520.1","RP23-226J18.4","promoter",4001,22
"ENSMUSG00000010609.15","Psen2","promoter",4001,69
"ENSMUSG00000102923.1","RP23-226J18.5","promoter",4001,102
"ENSMUSG00000055676.4","RP24-74O18.1","promoter",4001,38
"ENSMUSG00000038855.10","Itpkb","promoter",4001,160
"ENSMUSG00000104388.1","RP24-74O18.2","promoter",4001,49
"ENSMUSG00000103123.1","RP24-74O18.3","promoter",4001,36
"ENSMUSG00000103772.1","RP24-74O18.4","promoter",4001,37
"ENSMUSG00000053963.7","AC121838.2","promoter",4001,62
"ENSMUSG00000104210.1","RP23-453G13.1","promoter",4001,21
"ENSMUSG00000102608.1","RP23-453G13.2","promoter",4001,44
"ENSMUSG00000026496.11","Parp1","promoter",4001,104
"ENSMUSG00000098926.1","Mir6904","promoter",4001,50
"ENSMUSG00000058729.13","Lin9","promoter",4001,160
"ENSMUSG00000026497.7","Mixl1","promoter",4001,31
"ENSMUSG00000104202.1","RP23-201I6.3","promoter",4001,19
"ENSMUSG00000026499.5","Acbd3","promoter",4001,135
"ENSMUSG00000103649.1","RP23-201I6.5","promoter",4001,7
"ENSMUSG00000103156.1","RP23-201I6.6","promoter",4001,50
"ENSMUSG00000060743.12","H3f3a","promoter",4001,18
"ENSMUSG00000097347.1","Gm17275","promoter",4001,30
"ENSMUSG00000073485.3","H3f3aos","promoter",4001,194
"ENSMUSG00000084558.1","Gm24836","promoter",4001,23
"ENSMUSG00000038806.7","Sde2","promoter",4001,114
"ENSMUSG00000103979.1","RP23-172B15.2","promoter",4001,18
"ENSMUSG00000104251.1","RP23-172B15.3","promoter",4001,28
"ENSMUSG00000066652.5","Lefty2","promoter",4001,95
"ENSMUSG00000026520.8","Pycr2","promoter",4001,101
"ENSMUSG00000038793.8","Lefty1","promoter",4001,65
"ENSMUSG00000026519.16","Tmem63a","promoter",4001,100
"ENSMUSG00000085563.2","RP23-390I1.2","promoter",4001,27
"ENSMUSG00000103930.1","RP23-390I1.4","promoter",4001,51
"ENSMUSG00000038776.13","Ephx1","promoter",4001,48
"ENSMUSG00000103516.1","RP23-390I1.5","promoter",4001,19
"ENSMUSG00000102858.1","RP23-390I1.6","promoter",4001,7
"ENSMUSG00000038768.8","RP24-242P4.2","promoter",4001,37
"ENSMUSG00000104390.1","RP24-242P4.1","promoter",4001,40
"ENSMUSG00000103328.1","RP23-292F19.3","promoter",4001,23
"ENSMUSG00000102219.1","RP24-242P4.3","promoter",4001,45
"ENSMUSG00000026516.8","Nvl","promoter",4001,15
"ENSMUSG00000103178.1","Fgfr3-ps","promoter",4001,35
"ENSMUSG00000062169.13","Cnih4","promoter",4001,67
"ENSMUSG00000038733.13","Wdr26","promoter",4001,27
"ENSMUSG00000054135.2","RP23-292F19.2","promoter",4001,33
"ENSMUSG00000081214.3","Rpl35a-ps2","promoter",4001,26
"ENSMUSG00000103260.1","RP23-292F19.4","promoter",4001,49
"ENSMUSG00000026514.14","Cnih3","promoter",4001,128
"ENSMUSG00000102276.1","RP24-212E3.4","promoter",4001,45
"ENSMUSG00000089888.1","RP24-212E3.2","promoter",4001,27
"ENSMUSG00000089927.1","RP24-212E3.3","promoter",4001,32
"ENSMUSG00000050625.4","Ccdc121","promoter",4001,52
"ENSMUSG00000047369.15","Dnah14","promoter",4001,31
"ENSMUSG00000103100.1","RP24-294P1.2","promoter",4001,15
"ENSMUSG00000064970.1","Gm23690","promoter",4001,44
"ENSMUSG00000004880.11","Lbr","promoter",4001,42
"ENSMUSG00000089429.1","Gm26004","promoter",4001,115
"ENSMUSG00000056699.7","RP23-47K10.2","promoter",4001,51
"ENSMUSG00000022995.16","Enah","promoter",4001,45
"ENSMUSG00000103722.1","RP23-73N8.4","promoter",4001,26
"ENSMUSG00000103317.1","RP23-73N8.3","promoter",4001,20
"ENSMUSG00000102950.1","RP23-73N8.2","promoter",4001,11
"ENSMUSG00000102760.1","RP23-73N8.1","promoter",4001,16
"ENSMUSG00000103379.1","RP24-194G3.2","promoter",4001,32
"ENSMUSG00000026511.7","Srp9","promoter",4001,95
"ENSMUSG00000103018.1","RP24-194G3.3","promoter",4001,38
"ENSMUSG00000091013.3","Vmn1r1","promoter",4001,1
"ENSMUSG00000038633.5","Degs1","promoter",4001,50
"ENSMUSG00000100147.2","RP24-131B6.1","promoter",4001,16
"ENSMUSG00000047539.9","Fbxo28","promoter",4001,43
"ENSMUSG00000097260.1","RP23-67I3.1","promoter",4001,20
"ENSMUSG00000073482.2","RP23-67I3.2","promoter",4001,132
"ENSMUSG00000026510.10","Trp53bp2","promoter",4001,130
"ENSMUSG00000026509.15","Capn2","promoter",4001,31
"ENSMUSG00000102234.1","RP23-67I3.4","promoter",4001,57
"ENSMUSG00000104415.1","RP23-67I3.5","promoter",4001,66
"ENSMUSG00000103878.1","RP24-315L18.1","promoter",4001,37
"ENSMUSG00000038599.14","Capn8","promoter",4001,43
"ENSMUSG00000104376.1","RP23-191P7.1","promoter",4001,29
"ENSMUSG00000102688.1","RP23-191P7.2","promoter",4001,29
"ENSMUSG00000043429.7","Ccdc185","promoter",4001,106
"ENSMUSG00000038576.15","Susd4","promoter",4001,130
"ENSMUSG00000102291.1","RP23-160F6.1","promoter",4001,29
"ENSMUSG00000079164.8","Tlr5","promoter",4001,69
"ENSMUSG00000104367.1","CAAA01116243.1","promoter",4001,52
"ENSMUSG00000094807.2","Gm24975","promoter",4001,21
"ENSMUSG00000030768.12","Disp1","promoter",4001,106
"ENSMUSG00000102478.1","RP24-268A16.1","promoter",4001,39
"ENSMUSG00000046836.13","Brox","promoter",4001,39
"ENSMUSG00000042901.10","Aida","promoter",4001,132
"ENSMUSG00000056050.12","Mia3","promoter",4001,33
"ENSMUSG00000103415.1","CAAA01083517.1","promoter",4001,116
"ENSMUSG00000072258.10","Taf1a","promoter",4001,74
"ENSMUSG00000104212.1","CAAA01187608.3","promoter",4001,25
"ENSMUSG00000053461.9","Hhipl2","promoter",4001,51
"ENSMUSG00000104022.1","CAAA01187608.2","promoter",4001,53
"ENSMUSG00000103451.1","RP24-411K2.1","promoter",4001,15
"ENSMUSG00000090533.2","RP23-432F10.1","promoter",4001,38
"ENSMUSG00000103305.1","RP23-352D14.1","promoter",4001,28
"ENSMUSG00000104007.1","RP24-187H3.1","promoter",4001,9
"ENSMUSG00000102743.1","RP24-187H3.2","promoter",4001,9
"ENSMUSG00000039384.8","Dusp10","promoter",4001,19
"ENSMUSG00000044854.7","RP23-326A12.1","promoter",4001,140
"ENSMUSG00000102682.5","RP23-172L16.3","promoter",4001,21
"ENSMUSG00000102794.1","RP23-172L16.4","promoter",4001,28
"ENSMUSG00000104419.1","RP23-172L16.2","promoter",4001,43
"ENSMUSG00000101574.1","RP23-172L16.1","promoter",4001,4
"ENSMUSG00000089057.1","Gm23349","promoter",4001,24
"ENSMUSG00000103308.5","RP24-286C21.1","promoter",4001,30
"ENSMUSG00000102606.1","Rpl21-ps1","promoter",4001,37
"ENSMUSG00000103314.1","RP23-433P9.3","promoter",4001,23
"ENSMUSG00000092578.1","RP23-433P9.2","promoter",4001,20
"ENSMUSG00000039377.7","Hlx","promoter",4001,98
"ENSMUSG00000102158.1","RP23-433P9.4","promoter",4001,50
"ENSMUSG00000026621.13","Marc1","promoter",4001,54
"ENSMUSG00000073481.9","Marc2","promoter",4001,61
"ENSMUSG00000088559.1","Mir1981","promoter",4001,43
"ENSMUSG00000088562.2","Gm23780","promoter",4001,12
"ENSMUSG00000039349.5","AC131992.1","promoter",4001,31
"ENSMUSG00000026620.11","Mark1","promoter",4001,90
"ENSMUSG00000102784.1","RP24-190B16.4","promoter",4001,38
"ENSMUSG00000103942.1","RP23-450D2.2","promoter",4001,9
"ENSMUSG00000103478.1","RP23-450D2.1","promoter",4001,13
"ENSMUSG00000104461.1","RP23-450D2.3","promoter",4001,58
"ENSMUSG00000039318.12","Rab3gap2","promoter",4001,101
"ENSMUSG00000077571.1","Snora36b","promoter",4001,28
"ENSMUSG00000105770.1","Mir664","promoter",4001,26
"ENSMUSG00000103613.1","RP23-321A12.2","promoter",4001,27
"ENSMUSG00000026618.11","Iars2","promoter",4001,59
"ENSMUSG00000104368.1","RP24-150H14.2","promoter",4001,50
"ENSMUSG00000065581.1","Mir194-1","promoter",4001,54
"ENSMUSG00000065562.1","Mir215","promoter",4001,56
"ENSMUSG00000102526.1","RP24-150H14.3","promoter",4001,78
"ENSMUSG00000026617.16","Bpnt1","promoter",4001,63
"ENSMUSG00000097261.2","RP24-150H14.5","promoter",4001,10
"ENSMUSG00000026615.14","Eprs","promoter",4001,135
"ENSMUSG00000051295.7","AC131980.1","promoter",4001,44
"ENSMUSG00000097615.1","Gm2061","promoter",4001,34
"ENSMUSG00000026614.6","Slc30a10","promoter",4001,120
"ENSMUSG00000102185.1","RP24-170O7.1","promoter",4001,45
"ENSMUSG00000103799.1","RP24-71M17.1","promoter",4001,20
"ENSMUSG00000102546.1","RP23-155G2.1","promoter",4001,35
"ENSMUSG00000039246.8","Lyplal1","promoter",4001,35
"ENSMUSG00000103056.1","RP24-275B23.1","promoter",4001,21
"ENSMUSG00000089363.1","Gm23821","promoter",4001,18
"ENSMUSG00000103449.1","RP24-249K4.1","promoter",4001,25
"ENSMUSG00000102790.1","RP24-249K4.2","promoter",4001,51
"ENSMUSG00000102217.1","RP23-258C20.1","promoter",4001,42
"ENSMUSG00000103690.1","RP23-28F18.1","promoter",4001,19
"ENSMUSG00000039239.14","Tgfb2","promoter",4001,42
"ENSMUSG00000089045.1","Gm26169","promoter",4001,48
"ENSMUSG00000100393.1","RP24-276N20.2","promoter",4001,141
"ENSMUSG00000102619.1","RP24-276N20.3","promoter",4001,34
"ENSMUSG00000001305.5","Rrp15","promoter",4001,59
"ENSMUSG00000097784.1","RP23-67H24.1","promoter",4001,75
"ENSMUSG00000103503.1","RP23-429I18.3","promoter",4001,33
"ENSMUSG00000097935.1","RP23-429I18.1","promoter",4001,33
"ENSMUSG00000104312.1","RP23-429I18.2","promoter",4001,10
"ENSMUSG00000039224.1","D1Pas1","promoter",4001,138
"ENSMUSG00000104424.1","RP23-438D3.2","promoter",4001,34
"ENSMUSG00000026611.17","Spata17","promoter",4001,23
"ENSMUSG00000089831.1","AC108422.3","promoter",4001,36
"ENSMUSG00000106839.1","RP23-438D3.4","promoter",4001,8
"ENSMUSG00000107163.1","RP23-438D3.3","promoter",4001,15
"ENSMUSG00000089947.1","AC108422.4","promoter",4001,39
"ENSMUSG00000089730.2","AC108422.2","promoter",4001,32
"ENSMUSG00000039210.16","Gpatch2","promoter",4001,84
"ENSMUSG00000104394.2","RP23-306B14.2","promoter",4001,30
"ENSMUSG00000104245.1","RP23-349L18.2","promoter",4001,35
"ENSMUSG00000103923.1","RP23-349L18.1","promoter",4001,59
"ENSMUSG00000026610.13","Esrrg","promoter",4001,186
"ENSMUSG00000103961.1","RP24-240J15.1","promoter",4001,24
"ENSMUSG00000103401.1","RP24-177B16.1","promoter",4001,65
"ENSMUSG00000103577.1","RP23-6F21.3","promoter",4001,63
"ENSMUSG00000103732.1","RP23-6F21.1","promoter",4001,27
"ENSMUSG00000104482.1","RP23-15D21.1","promoter",4001,19
"ENSMUSG00000026609.15","Ush2a","promoter",4001,52
"ENSMUSG00000077235.1","Gm25095","promoter",4001,15
"ENSMUSG00000084550.1","Gm25269","promoter",4001,35
"ENSMUSG00000026608.13","Kctd3","promoter",4001,60
"ENSMUSG00000103370.1","RP24-135M19.1","promoter",4001,15
"ENSMUSG00000104464.1","RP24-135M19.3","promoter",4001,19
"ENSMUSG00000037624.15","Kcnk2","promoter",4001,57
"ENSMUSG00000103669.1","RP23-411B11.4","promoter",4001,54
"ENSMUSG00000102824.1","RP23-411B11.2","promoter",4001,32
"ENSMUSG00000104507.1","RP23-411B11.3","promoter",4001,130
"ENSMUSG00000093791.1","Gm24092","promoter",4001,0
"ENSMUSG00000103087.1","RP24-511M8.3","promoter",4001,26
"ENSMUSG00000026605.14","Cenpf","promoter",4001,29
"ENSMUSG00000103374.1","RP24-511M8.2","promoter",4001,35
"ENSMUSG00000026604.17","Ptpn14","promoter",4001,164
"ENSMUSG00000102248.1","RP23-11M24.1","promoter",4001,38
"ENSMUSG00000097925.1","RP23-11M24.2","promoter",4001,59
"ENSMUSG00000104435.1","RP24-288J3.2","promoter",4001,62
"ENSMUSG00000026603.13","Smyd2","promoter",4001,77
"ENSMUSG00000103467.1","RP24-288J3.1","promoter",4001,66
"ENSMUSG00000010175.13","Prox1","promoter",4001,43
"ENSMUSG00000099404.1","RP23-190F21.1","promoter",4001,109
"ENSMUSG00000079045.3","Prox1os","promoter",4001,155
"ENSMUSG00000103644.1","RP24-240P15.1","promoter",4001,35
"ENSMUSG00000103510.1","RP24-240P15.2","promoter",4001,38
"ENSMUSG00000093064.2","Gm23153","promoter",4001,35
"ENSMUSG00000106474.1","Gm47294","promoter",4001,34
"ENSMUSG00000103963.1","RP24-511E9.1","promoter",4001,25
"ENSMUSG00000089872.10","Rps6kc1","promoter",4001,34
"ENSMUSG00000026634.16","Angel2","promoter",4001,15
"ENSMUSG00000037568.12","Vash2","promoter",4001,58
"ENSMUSG00000104487.1","RP23-399N18.3","promoter",4001,56
"ENSMUSG00000103723.1","RP23-399N18.2","promoter",4001,16
"ENSMUSG00000103964.1","RP23-399N18.1","promoter",4001,16
"ENSMUSG00000066595.9","Mfsd7b","promoter",4001,22
"ENSMUSG00000097845.2","RP23-399N18.6","promoter",4001,128
"ENSMUSG00000057072.11","Spata45","promoter",4001,25
"ENSMUSG00000026632.17","Tatdn3","promoter",4001,24
"ENSMUSG00000062510.12","Nsl1","promoter",4001,90
"ENSMUSG00000103576.1","RP23-399N18.7","promoter",4001,21
"ENSMUSG00000026630.9","Batf3","promoter",4001,108
"ENSMUSG00000102777.1","RP23-399N18.9","promoter",4001,31
"ENSMUSG00000091017.1","Fam71a","promoter",4001,55
"ENSMUSG00000026628.13","Atf3","promoter",4001,33
"ENSMUSG00000088461.1","Gm24748","promoter",4001,28
"ENSMUSG00000073478.6","AC115896.3","promoter",4001,92
"ENSMUSG00000103685.1","RP24-443M8.1","promoter",4001,19
"ENSMUSG00000103174.1","RP24-443M8.2","promoter",4001,36
"ENSMUSG00000037499.9","Nenf","promoter",4001,43
"ENSMUSG00000026627.7","Tmem206","promoter",4001,103
"ENSMUSG00000026626.11","Ppp2r5a","promoter",4001,60
"ENSMUSG00000103433.1","RP23-103B18.6","promoter",4001,57
"ENSMUSG00000103114.1","RP23-103B18.8","promoter",4001,35
"ENSMUSG00000104341.1","RP23-103B18.9","promoter",4001,39
"ENSMUSG00000103517.1","RP23-103B18.3","promoter",4001,21
"ENSMUSG00000102246.1","RP24-566B6.4","promoter",4001,11
"ENSMUSG00000037474.13","Dtl","promoter",4001,19
"ENSMUSG00000037461.10","Ints7","promoter",4001,159
"ENSMUSG00000102970.1","RP24-566B6.2","promoter",4001,28
"ENSMUSG00000026623.16","Lpgat1","promoter",4001,153
"ENSMUSG00000095504.1","Gm22446","promoter",4001,30
"ENSMUSG00000064845.1","Gm26203","promoter",4001,27
"ENSMUSG00000102596.1","RP24-377A16.1","promoter",4001,23
"ENSMUSG00000102840.1","RP23-355E19.1","promoter",4001,105
"ENSMUSG00000026622.15","Nek2","promoter",4001,110
"ENSMUSG00000055833.14","AC114603.1","promoter",4001,20
"ENSMUSG00000037434.7","Slc30a1","promoter",4001,185
"ENSMUSG00000049353.17","Rd3","promoter",4001,32
"ENSMUSG00000097416.3","WI1-2736D10.2","promoter",4001,46
"ENSMUSG00000102915.1","WI1-2736D10.3","promoter",4001,42
"ENSMUSG00000026637.13","Traf5","promoter",4001,47
