"gene_id","chromosome","end","start","Cpg_number","Gene_length","gene_name","var_dim"
"ENSMUSG00000092031.1","chr7",41307680,41304334,"10",3347,"RP24-269A16.3","genebody"
"ENSMUSG00000092032.1","chr7",42058981,42011791,"248",47191,"Vmn2r59","genebody"
"ENSMUSG00000092035.8","chr6",4760517,4747305,"290",13213,"Peg10","genebody"
"ENSMUSG00000092036.2","chr14",19549963,19532895,"209",17069,"RP24-216A12.3","genebody"
"ENSMUSG00000092039.2","chr18",9917758,9916926,"18",833,"RP24-213K19.1","genebody"
"ENSMUSG00000092040.1","chr12",103926291,103918731,"44",7561,"RP23-309A11.6","genebody"
"ENSMUSG00000092042.1","chr9",121831193,121820288,"116",10906,"RP24-93F20.2","genebody"
"ENSMUSG00000092043.1","chr17",40565622,40561506,"17",4117,"Esp6","genebody"
"ENSMUSG00000092045.1","chr14",4363105,4362621,"1",485,"RP23-227N11.5","genebody"
"ENSMUSG00000092047.1","chr6",129864393,129862648,"11",1746,"Gm17631","genebody"
"ENSMUSG00000092048.2","chr10",130429612,130417771,"41",11842,"Vmn2r85","genebody"
"ENSMUSG00000092049.8","chr3",64415296,64388620,"99",26677,"Vmn2r4","genebody"
"ENSMUSG00000092051.2","chr10",20519768,20515326,"59",4443,"RP23-269H11.2","genebody"
"ENSMUSG00000092054.3","chr12",101149758,101145613,"54",4146,"Kif4-ps","genebody"
"ENSMUSG00000092055.1","chr14",41221651,41219462,"14",2190,"RP24-357O21.3","genebody"
"ENSMUSG00000092056.2","chr18",84659844,84658931,"10",914,"RP24-391B9.1","genebody"
"ENSMUSG00000092060.4","chr5",67428310,67392146,"727",36165,"Bend4","genebody"
"ENSMUSG00000092066.1","chr12",106447666,106442652,"88",5015,"RP24-280H19.1","genebody"
"ENSMUSG00000092071.1","chr7",89633124,89632096,"44",1029,"RP23-254F23.2","genebody"
"ENSMUSG00000092072.3","chr3",106035092,106034663,"6",430,"RP23-169H9.7","genebody"
"ENSMUSG00000092073.8","chr5",94686353,94648381,"198",37973,"RP23-133M13.1","genebody"
"ENSMUSG00000092074.2","chr17",6317500,6306339,"206",11162,"Dynlt1a","genebody"
"ENSMUSG00000092075.1","chr12",104086724,104080648,"49",6077,"Serpina4-ps1","genebody"
"ENSMUSG00000092077.2","chr17",37304313,37297555,"21",6759,"Olfr101","genebody"
"ENSMUSG00000092080.1","chr5",109364481,109330380,"111",34102,"Vmn2r16","genebody"
"ENSMUSG00000092083.4","chr1",15723750,15287253,"2364",436498,"Kcnb2","genebody"
"ENSMUSG00000092085.1","chr1",172213680,172213020,"12",661,"RP23-137I20.2","genebody"
"ENSMUSG00000092086.1","chr8",112015036,112013432,"16",1605,"Gm6793","genebody"
"ENSMUSG00000092090.2","chr6",29028922,28981633,"641",47290,"RP23-189E15.2","genebody"
"ENSMUSG00000092092.1","chr8",7428569,7381014,"177",47556,"RP24-322F24.1","genebody"
"ENSMUSG00000092093.1","chr13",28827362,28827122,"0",241,"Gm17528","genebody"
"ENSMUSG00000092094.5","chr5",7344756,6769009,"2669",575748,"Zfp804b","genebody"
"ENSMUSG00000092097.1","chr18",8694541,8694076,"18",466,"Gm5819","genebody"
"ENSMUSG00000092103.2","chr13",67365679,67360670,"34",5010,"RP24-242F4.3","genebody"
"ENSMUSG00000092107.1","chr14",51793753,51793303,"4",451,"Ear-ps4","genebody"
"ENSMUSG00000092109.2","chr14",118267688,118266959,"16",730,"RP24-273I13.3","genebody"
"ENSMUSG00000092111.1","chr17",22958814,22943183,"56",15632,"Vmn2r113","genebody"
"ENSMUSG00000092116.1","chr13",98492001,98489347,"49",2655,"RP23-369M17.1","genebody"
"ENSMUSG00000092118.1","chr7",51862267,51860576,"135",1692,"Fancf","genebody"
"ENSMUSG00000092120.2","chr17",17735156,17703746,"121",31411,"Vmn2r90","genebody"
"ENSMUSG00000092123.1","chr2",155735866,155735809,"2",58,"Gm17581","genebody"
"ENSMUSG00000092124.1","chr18",31610751,31609511,"73",1241,"B930094E09Rik","genebody"
"ENSMUSG00000092125.1","chr9",107194061,107192792,"51",1270,"RP23-115A1.7","genebody"
"ENSMUSG00000092130.2","chr12",84879755,84875768,"118",3988,"RP23-296E17.4","genebody"
"ENSMUSG00000092131.1","chr9",66804359,66798677,"55",5683,"RP24-132F22.5","genebody"
"ENSMUSG00000092134.1","chr6",134243711,134233157,"129",10555,"RP23-110A19.2","genebody"
"ENSMUSG00000092137.7","chr9",71592265,71479324,"1168",112942,"Gcom1","genebody"
"ENSMUSG00000092142.1","chr14",41408281,41402884,"27",5398,"RP23-473B17.3","genebody"
"ENSMUSG00000092144.1","chr14",44382093,44379869,"10",2225,"RP23-455F6.6","genebody"
"ENSMUSG00000092147.1","chr17",22040539,22039027,"29",1513,"RP24-113B3.4","genebody"
"ENSMUSG00000092148.1","chr14",42439673,42434155,"33",5519,"RP24-230H12.1","genebody"
"ENSMUSG00000092152.1","chr14",42260048,42254658,"24",5391,"RP23-294B15.2","genebody"
"ENSMUSG00000092157.1","chr11",82038562,82028223,"77",10340,"Gm17268","genebody"
"ENSMUSG00000092162.2","chr10",130455894,130445706,"28",10189,"Vmn2r86","genebody"
"ENSMUSG00000092164.2","chr6",139501976,139492972,"58",9005,"Rergl","genebody"
"ENSMUSG00000092165.9","chr14",44627938,44556794,"312",71145,"RP23-48M16.4","genebody"
"ENSMUSG00000092166.1","chr5",95111158,95106937,"20",4222,"Gm7942","genebody"
"ENSMUSG00000092167.8","chr14",7100621,7083207,"74",17415,"RP23-304L22.1","genebody"
"ENSMUSG00000092168.1","chr12",3087041,3082666,"12",4376,"RP24-284A21.2","genebody"
"ENSMUSG00000092171.1","chr17",35780687,35772449,"86",8239,"RP24-180B11.8","genebody"
"ENSMUSG00000092172.1","chr17",36706847,36705723,"4",1125,"RP24-354D8.6","genebody"
"ENSMUSG00000092173.1","chr7",7720205,7706857,"47",13349,"Vmn2r-ps38","genebody"
"ENSMUSG00000092174.1","chr17",33874116,33866878,"99",7239,"RP23-27D5.12","genebody"
"ENSMUSG00000092175.1","chr7",8649266,8633546,"53",15721,"RP23-460N10.4","genebody"
"ENSMUSG00000092176.1","chr17",34627349,34614483,"211",12867,"RP23-24A13.22","genebody"
"ENSMUSG00000092178.2","chr7",9876966,9868879,"41",8088,"RP24-244P2.1","genebody"
"ENSMUSG00000092179.1","chr7",85798936,85798319,"4",618,"Vmn2r-ps75","genebody"
"ENSMUSG00000092181.1","chr5",25433285,25433035,"5",251,"RP23-171F16.1","genebody"
"ENSMUSG00000092182.1","chr19",27995693,27994196,"9",1498,"RP24-92P15.1","genebody"
"ENSMUSG00000092183.1","chr5",114774983,114773736,"83",1248,"RP23-3M10.5","genebody"
"ENSMUSG00000092184.1","chr9",117059708,117059157,"7",552,"RP23-477O24.2","genebody"
"ENSMUSG00000092185.1","chr9",7977004,7965837,"85",11168,"RP23-349N15.1","genebody"
"ENSMUSG00000092186.1","chr17",37947685,37947191,"0",495,"RP23-452G2.7","genebody"
"ENSMUSG00000092187.1","chr7",64345964,64337549,"86",8416,"RP23-84M17.2","genebody"
"ENSMUSG00000092188.1","chr1",163287045,163280355,"64",6691,"RP24-485J8.2","genebody"
"ENSMUSG00000092190.1","chr10",7761099,7743519,"163",17581,"RP24-258P4.8","genebody"
"ENSMUSG00000092191.1","chr7",42880005,42878595,"32",1411,"RP23-367H8.2","genebody"
"ENSMUSG00000092192.7","chr9",72973064,72958784,"184",14281,"Dyx1c1","genebody"
"ENSMUSG00000092193.1","chr7",41683307,41682657,"14",651,"Cd9-ps","genebody"
"ENSMUSG00000092195.1","chr7",86885740,86884864,"2",877,"Vmn2r-ps87","genebody"
"ENSMUSG00000092196.2","chr3",34351712,34298171,"451",53542,"RP24-175I7.3","genebody"
"ENSMUSG00000092197.1","chr7",86298893,86298643,"3",251,"RP23-240K1.6","genebody"
"ENSMUSG00000092199.1","chr7",85091159,85088767,"15",2393,"RP23-364L23.2","genebody"
"ENSMUSG00000092200.1","chr17",34801623,34771394,"364",30230,"Tnxa","genebody"
"ENSMUSG00000092201.7","chr2",114068324,114013562,"487",54763,"RP23-230H3.2","genebody"
"ENSMUSG00000092202.1","chr17",34747154,34744752,"28",2403,"Stk19-ps1","genebody"
"ENSMUSG00000092203.7","chr17",34952471,34950237,"53",2235,"RP23-349B4.7","genebody"
"ENSMUSG00000092204.1","chr7",8610512,8584975,"279",25538,"Vmn2r-ps49","genebody"
"ENSMUSG00000092208.1","chr7",11977789,11976949,"3",841,"Vmn1r-ps58","genebody"
"ENSMUSG00000092210.1","chr10",115582448,115569985,"172",12464,"RP23-43M12.1","genebody"
"ENSMUSG00000092211.1","chr7",85084364,85083979,"1",386,"Vmn2r-ps67","genebody"
"ENSMUSG00000092212.3","chr9",119231692,119220487,"108",11206,"Slc22a13b-ps","genebody"
"ENSMUSG00000092213.1","chr17",37975293,37974643,"2",651,"RP23-452G2.9","genebody"
"ENSMUSG00000092214.1","chr7",84920501,84919378,"15",1124,"RP23-221O21.5","genebody"
"ENSMUSG00000092216.3","chr7",19858350,19852002,"127",6349,"RP23-191I16.2","genebody"
"ENSMUSG00000092217.1","chr7",84811444,84810427,"3",1018,"Vmn2r-ps62","genebody"
"ENSMUSG00000092218.1","chr9",108058592,108051674,"148",6919,"RP24-484G16.7","genebody"
"ENSMUSG00000092219.1","chr17",35739806,35737733,"38",2074,"RP23-296D10.3","genebody"
"ENSMUSG00000092220.1","chr1",88218584,88055392,"1042",163193,"RP23-324B17.1","genebody"
"ENSMUSG00000092221.1","chr7",7920811,7914736,"36",6076,"RP23-460N10.3","genebody"
"ENSMUSG00000092222.1","chr17",34250264,34249056,"6",1209,"RP23-123G8.18","genebody"
"ENSMUSG00000092223.1","chr17",37131575,37130908,"13",668,"RP23-98F21.10","genebody"
"ENSMUSG00000092224.2","chr17",36096805,36094967,"13",1839,"RP23-108F2.21","genebody"
"ENSMUSG00000092225.1","chr7",42867234,42816828,"283",50407,"RP24-368P9.1","genebody"
"ENSMUSG00000092227.1","chr7",7614771,7608626,"39",6146,"RP24-77E13.8","genebody"
"ENSMUSG00000092228.1","chr6",89908618,89907676,"4",943,"Vmn1r-ps28","genebody"
"ENSMUSG00000092229.2","chr12",21048281,21042958,"46",5324,"RP23-340P19.3","genebody"
"ENSMUSG00000092230.1","chr15",36120926,36119997,"20",930,"RP23-244N5.1","genebody"
"ENSMUSG00000092231.1","chr17",36436270,36435902,"8",369,"Lgals1-ps1","genebody"
"ENSMUSG00000092232.1","chr14",54898137,54883440,"271",14698,"RP24-90K1.5","genebody"
"ENSMUSG00000092233.1","chr12",54986529,54986157,"34",373,"RP24-380F18.2","genebody"
"ENSMUSG00000092237.1","chr6",89805992,89805007,"7",986,"Vmn1r-ps27","genebody"
"ENSMUSG00000092238.1","chr7",42751858,42750413,"31",1446,"RP24-368P9.3","genebody"
"ENSMUSG00000092239.1","chr17",36933432,36923791,"85",9642,"RP23-77N9.11","genebody"
"ENSMUSG00000092240.1","chr17",36194811,36194595,"2",217,"RP23-108F2.27","genebody"
"ENSMUSG00000092241.1","chr17",35126440,35122737,"74",3704,"RP23-115O3.18","genebody"
"ENSMUSG00000092242.1","chr3",34435097,34427372,"68",7726,"RP24-396D16.1","genebody"
"ENSMUSG00000092243.8","chr17",36129425,36109718,"274",19708,"H2-T9","genebody"
"ENSMUSG00000092244.2","chr17",38560621,38554191,"19",6431,"Esp34","genebody"
"ENSMUSG00000092245.1","chr1",119987314,119986794,"10",521,"RP23-95F15.1","genebody"
"ENSMUSG00000092246.1","chr17",34133537,34133324,"4",214,"RP23-222K15.27","genebody"
"ENSMUSG00000092247.2","chr6",90232817,90131440,"544",101378,"RP23-141K11.13","genebody"
"ENSMUSG00000092248.1","chr7",12139309,12138320,"2",990,"Vmn1r-ps63","genebody"
"ENSMUSG00000092250.1","chr19",43610625,43609076,"43",1550,"RP23-292H23.1","genebody"
"ENSMUSG00000092251.3","chr14",53102265,53101800,"13",466,"Trav9n-1","genebody"
"ENSMUSG00000092252.1","chr5",114823460,114809035,"289",14426,"RP23-3M10.9","genebody"
"ENSMUSG00000092253.1","chr17",35359972,35358988,"60",985,"H2-Q3","genebody"
"ENSMUSG00000092256.1","chr7",85482015,85476954,"14",5062,"RP23-308C18.9","genebody"
"ENSMUSG00000092257.1","chr7",42126203,42125199,"24",1005,"RP24-565J5.2","genebody"
"ENSMUSG00000092258.2","chr9",44108879,44107300,"59",1580,"RP24-329C11.5","genebody"
"ENSMUSG00000092259.1","chr7",85193057,85192196,"3",862,"Vmn2r-ps68","genebody"
"ENSMUSG00000092260.7","chr8",69749970,69741638,"117",8333,"Zfp963","genebody"
"ENSMUSG00000092261.1","chr9",21533985,21533626,"3",360,"RP23-411N10.3","genebody"
"ENSMUSG00000092263.1","chr7",85967392,85967015,"2",378,"Vmn2r-ps79","genebody"
"ENSMUSG00000092264.1","chr7",8711442,8705324,"37",6119,"RP23-460N10.7","genebody"
"ENSMUSG00000092265.2","chr17",36211184,36210275,"2",910,"RP23-108F2.31","genebody"
"ENSMUSG00000092266.1","chr5",92737442,92736204,"16",1239,"RP23-166O22.1","genebody"
"ENSMUSG00000092267.1","chr19",5798549,5797561,"8",989,"RP24-458F14.3","genebody"
"ENSMUSG00000092268.1","chr17",49429240,49427937,"46",1304,"RP23-127F20.2","genebody"
"ENSMUSG00000092269.1","chr17",37842929,37840309,"22",2621,"RP23-373C24.6","genebody"
"ENSMUSG00000092270.1","chr17",37176772,37175853,"8",920,"RP24-316L14.3","genebody"
"ENSMUSG00000092271.1","chr7",5967216,5966267,"7",950,"Vmn1r-ps46","genebody"
"ENSMUSG00000092272.1","chr14",78090786,78070716,"138",20071,"RP24-111D1.2","genebody"
"ENSMUSG00000092274.2","chr19",5845478,5824707,"320",20772,"Neat1","genebody"
"ENSMUSG00000092275.1","chr5",33311150,33293613,"123",17538,"RP24-118B12.1","genebody"
"ENSMUSG00000092276.2","chr16",50784091,50783408,"12",684,"RP23-76I20.1","genebody"
"ENSMUSG00000092277.1","chr17",36129692,36121677,"70",8016,"RP23-108F2.4","genebody"
"ENSMUSG00000092278.1","chr17",35448926,35445855,"44",3072,"RP23-331E12.12","genebody"
"ENSMUSG00000092281.1","chr7",42021483,42020835,"8",649,"Hmgb1-ps7","genebody"
"ENSMUSG00000092283.1","chr2",158117905,158117153,"17",753,"RP23-396G1.3","genebody"
"ENSMUSG00000092284.1","chr17",35952297,35947245,"35",5053,"RP24-180B11.16","genebody"
"ENSMUSG00000092285.1","chr7",11912210,11911245,"3",966,"Vmn1r-ps56","genebody"
"ENSMUSG00000092286.1","chr12",3762146,3752542,"80",9605,"Dtnbos","genebody"
"ENSMUSG00000092287.1","chr7",85822258,85821938,"1",321,"Vmn2r-ps77","genebody"
"ENSMUSG00000092289.1","chr17",36158534,36157987,"41",548,"RP23-108F2.18","genebody"
"ENSMUSG00000092290.1","chr17",36501581,36500359,"5",1223,"RP24-120D11.1","genebody"
"ENSMUSG00000092292.3","chr17",37577663,37573876,"16",3788,"Olfr113","genebody"
"ENSMUSG00000092293.1","chr7",86542661,86541964,"3",698,"RP23-360N6.7","genebody"
"ENSMUSG00000092294.1","chr7",7986446,7982511,"19",3936,"RP23-256O11.6","genebody"
"ENSMUSG00000092295.1","chr17",37940788,37937365,"18",3424,"RP23-452G2.5","genebody"
"ENSMUSG00000092296.1","chr17",36534501,36534280,"1",222,"RP24-120D11.3","genebody"
"ENSMUSG00000092297.1","chr7",22984673,22983713,"5",961,"Vmn1r161","genebody"
"ENSMUSG00000092298.1","chr17",36703209,36701628,"3",1582,"RP24-354D8.4","genebody"
"ENSMUSG00000092300.7","chr11",116220287,116216002,"63",4286,"Cdk3-ps","genebody"
"ENSMUSG00000092301.1","chr7",42465369,42464887,"9",483,"RP23-390N24.4","genebody"
"ENSMUSG00000092303.1","chr6",90004589,89997611,"52",6979,"Vmn1r-ps29","genebody"
"ENSMUSG00000092304.2","chr17",36094763,36094180,"1",584,"RP23-108F2.22","genebody"
"ENSMUSG00000092305.1","chr12",34986436,34984760,"42",1677,"Prps1l1","genebody"
"ENSMUSG00000092306.3","chr17",36198513,36197569,"10",945,"RP23-108F2.38","genebody"
"ENSMUSG00000092307.1","chr7",85816185,85815446,"0",740,"Vmn2r-ps76","genebody"
"ENSMUSG00000092308.3","chr7",9350502,9325749,"276",24754,"RP24-242F12.4","genebody"
"ENSMUSG00000092309.2","chr5",48005707,48003064,"27",2644,"RP23-195A18.1","genebody"
"ENSMUSG00000092310.2","chr9",73117920,73102469,"274",15452,"RP24-280G4.3","genebody"
"ENSMUSG00000092311.1","chr6",89790288,89789448,"1",841,"Vmn1r-ps26","genebody"
"ENSMUSG00000092312.1","chr7",9062754,9058359,"24",4396,"Zfo419","genebody"
"ENSMUSG00000092313.1","chr7",85289611,85288159,"2",1453,"RP23-221O21.1","genebody"
"ENSMUSG00000092314.1","chr7",7506878,7493962,"37",12917,"RP24-77E13.6","genebody"
"ENSMUSG00000092316.1","chr17",38478914,38478233,"8",682,"RP23-359P11.3","genebody"
"ENSMUSG00000092317.1","chr17",36252386,36252116,"11",271,"RP23-108F2.26","genebody"
"ENSMUSG00000092318.1","chr7",12006310,12005065,"3",1246,"Vmn1r-ps60","genebody"
"ENSMUSG00000092322.8","chr17",38420185,38416473,"11",3713,"Esp36","genebody"
"ENSMUSG00000092323.1","chr6",59002083,58965654,"204",36430,"RP24-492L15.3","genebody"
"ENSMUSG00000092325.2","chr15",81674878,81674259,"21",620,"RP24-216B4.2","genebody"
"ENSMUSG00000092326.1","chr7",11854348,11853956,"4",393,"Vmn1r-ps55","genebody"
"ENSMUSG00000092328.1","chr7",41980928,41937526,"168",43403,"Vmn2r-ps57","genebody"
"ENSMUSG00000092329.1","chr8",124345722,119910840,"76470",4434883,"AC114005.5","genebody"
"ENSMUSG00000092330.2","chr7",86063461,86053288,"30",10174,"Vmn2r-ps82","genebody"
"ENSMUSG00000092331.1","chr7",12392883,12392271,"1",613,"Vmn1r-ps66","genebody"
"ENSMUSG00000092332.1","chr17",36561668,36558620,"16",3049,"RP24-120D11.6","genebody"
"ENSMUSG00000092335.1","chr7",42592547,42579782,"73",12766,"RP23-390N24.1","genebody"
"ENSMUSG00000092336.1","chr7",5573075,5572732,"1",344,"Vmn1r-ps40","genebody"
"ENSMUSG00000092338.1","chr17",34025070,34024965,"13",106,"Mir219-1","genebody"
"ENSMUSG00000092339.1","chr17",37114448,37113854,"8",595,"RP23-98F21.9","genebody"
"ENSMUSG00000092340.3","chr17",37250891,37249429,"2",1463,"Olfr754-ps1","genebody"
"ENSMUSG00000092341.2","chr19",5802672,5795689,"92",6984,"Malat1","genebody"
"ENSMUSG00000092342.1","chr17",38645650,38639446,"21",6205,"Esp31","genebody"
"ENSMUSG00000092343.1","chr17",36723281,36723233,"0",49,"RP24-354D8.7","genebody"
"ENSMUSG00000092344.1","chr5",25391884,25391607,"4",278,"Hspe1-ps3","genebody"
"ENSMUSG00000092345.1","chr4",59041888,59003209,"557",38680,"RP23-211P15.8","genebody"
"ENSMUSG00000092346.1","chr19",45159304,45154056,"157",5249,"Tlx1os","genebody"
"ENSMUSG00000092349.1","chr17",33906675,33905134,"29",1542,"Platr17","genebody"
"ENSMUSG00000092350.1","chr7",12114541,12113264,"2",1278,"Vmn1r-ps62","genebody"
"ENSMUSG00000092351.1","chr7",12202356,12201701,"0",656,"Vmn1r-ps64","genebody"
"ENSMUSG00000092352.1","chr7",85713207,85712290,"1",918,"Vmn2r-ps74","genebody"
"ENSMUSG00000092353.1","chr2",18760862,18742714,"145",18149,"RP23-396N6.7","genebody"
"ENSMUSG00000092354.7","chr5",101846410,101837415,"147",8996,"WI1-1377A22.2","genebody"
"ENSMUSG00000092356.1","chr2",26635634,26586638,"742",48997,"RP23-125H15.6","genebody"
"ENSMUSG00000092357.1","chr7",86083782,86073149,"33",10634,"Vmn2r-ps83","genebody"
"ENSMUSG00000092358.1","chr14",57698219,57698012,"3",208,"RP24-92H14.2","genebody"
"ENSMUSG00000092359.1","chr7",12404499,12404100,"1",400,"Vmn1r-ps68","genebody"
"ENSMUSG00000092360.1","chr10",75780954,75771450,"160",9505,"RP23-333M15.8","genebody"
"ENSMUSG00000092362.3","chr17",36216412,36213416,"53",2997,"RP23-108F2.34","genebody"
"ENSMUSG00000092363.1","chr17",36237359,36237253,"0",107,"RP23-108F2.36","genebody"
"ENSMUSG00000092364.2","chr7",101326231,101317723,"166",8509,"RP24-126J17.2","genebody"
"ENSMUSG00000092365.2","chr17",36117121,36111425,"83",5697,"RP23-108F2.23","genebody"
"ENSMUSG00000092366.2","chr17",36162079,36156530,"127",5550,"RP23-108F2.43","genebody"
"ENSMUSG00000092367.1","chr7",27357419,27352648,"135",4772,"AC157561.13","genebody"
"ENSMUSG00000092368.1","chr17",36038435,35994452,"669",43984,"RP24-443D19.8","genebody"
"ENSMUSG00000092369.1","chr19",44835938,44828492,"95",7447,"RP23-280N9.3","genebody"
"ENSMUSG00000092370.1","chr7",42303327,42303085,"0",243,"Vmn2r-ps58","genebody"
"ENSMUSG00000092371.1","chr11",103192896,103190709,"45",2188,"RP23-341C5.10","genebody"
"ENSMUSG00000092372.3","chr7",86562678,86559477,"9",3202,"Olfr296-ps1","genebody"
"ENSMUSG00000092373.1","chr12",21255952,21252117,"54",3836,"RP24-370C21.2","genebody"
"ENSMUSG00000092374.1","chr17",36179657,36179113,"39",545,"RP23-108F2.28","genebody"
"ENSMUSG00000092375.1","chr15",78144142,78119705,"329",24438,"RP23-385C21.2","genebody"
"ENSMUSG00000092376.1","chr7",86907934,86906995,"3",940,"RP23-84N6.3","genebody"
"ENSMUSG00000092377.1","chr17",36704203,36703774,"1",430,"RP24-354D8.5","genebody"
"ENSMUSG00000092381.1","chr7",19721731,19715015,"152",6717,"RP23-236D19.3","genebody"
"ENSMUSG00000092382.1","chr7",42378592,42378457,"0",136,"Vmn2r-ps59","genebody"
"ENSMUSG00000092383.1","chr17",34076162,34073761,"47",2402,"H2-Pb","genebody"
"ENSMUSG00000092384.7","chr10",127290788,127289695,"55",1094,"RP24-341K21.6","genebody"
"ENSMUSG00000092385.1","chr17",36753979,36752512,"7",1468,"RP24-354D8.10","genebody"
"ENSMUSG00000092386.1","chr6",72616190,72609835,"64",6356,"RP23-335C3.6","genebody"
"ENSMUSG00000092387.1","chr7",7596549,7585299,"45",11251,"RP24-77E13.7","genebody"
"ENSMUSG00000092388.2","chr7",86353719,86352976,"1",744,"Olfr306-ps1","genebody"
"ENSMUSG00000092389.2","chr17",35660367,35651827,"144",8541,"RP23-38P5.14","genebody"
"ENSMUSG00000092390.1","chr17",38012396,38009646,"8",2751,"RP24-196M16.1","genebody"
"ENSMUSG00000092392.1","chr17",36253679,36248820,"113",4860,"RP23-108F2.29","genebody"
"ENSMUSG00000092393.2","chr7",5905150,5905018,"6",133,"RP24-302P2.1","genebody"
"ENSMUSG00000092394.1","chr6",65883343,65882778,"5",566,"RP24-82B18.2","genebody"
"ENSMUSG00000092395.1","chr17",34601576,34601150,"2",427,"RP23-24A13.20","genebody"
"ENSMUSG00000092396.2","chr17",37388218,37387377,"6",842,"Olfr758-ps1","genebody"
"ENSMUSG00000092397.7","chr2",114064868,114054334,"98",10535,"RP23-230H3.6","genebody"
"ENSMUSG00000092398.1","chr7",11995081,11994882,"1",200,"Vmn1r-ps59","genebody"
"ENSMUSG00000092399.1","chr11",88881395,88851603,"463",29793,"RP23-243J8.2","genebody"
"ENSMUSG00000092401.3","chr7",86445258,86435912,"27",9347,"Olfr300-ps1","genebody"
"ENSMUSG00000092402.1","chr5",136869722,136863636,"80",6087,"RP24-498F17.1","genebody"
"ENSMUSG00000092404.2","chr12",45441698,45429376,"44",12323,"RP23-263J2.1","genebody"
